Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
NBTB,NBT Bancorp Inc.,37.2,1.04,2.7564,05/30/2019,06/14/2019,
NCMI,National CineMedia Inc.,7.2,0.68,9.6591,05/15/2019,05/31/2019,
NDAQ,Nasdaq Inc.,97.95,1.88,1.9252,06/13/2019,06/28/2019,
NDSN,Nordson Corporation,135.41,1.4,1.0106,05/24/2019,06/11/2019,
NEWT,Newtek Business Services Corp.,21.16,1.84,8.667,06/13/2019,06/28/2019,
NFBK,Northfield Bancorp Inc.,15.4,0.44,2.8461,05/07/2019,05/22/2019,
NFTY,First Trust Exchange-Traded AlphDEX Fund II,33.76,0.1916,0.5654,06/14/2019,06/28/2019,
NGHC,National General Holdings Corp,24.38,0.16,0.6525,06/28/2019,07/15/2019,
NKSH,National Bankshares Inc.,34.5,1.34,3.795,05/24/2019,06/03/2019,
NMRK,Newmark Group Inc.,9.42,0.4,4.004,05/24/2019,06/12/2019,
NNBR,NN Inc.,7.2,0.28,3.6649,06/20/2019,06/28/2019,
NRC,National Research Corporation,65.29,0.76,1.1401,06/27/2019,07/15/2019,
NRIM,Northrim BanCorp Inc,35.76,1.2,3.325,06/05/2019,06/14/2019,
NSEC,National Security Group Inc.,11.4999,0.2,1.6681,05/03/2019,05/31/2019,
NTAP,NetApp Inc.,46.04,1.92,3.327,07/03/2019,07/24/2019,
NTIC,Northern Technologies International Corporation,11.11,0.24,2.1239,05/08/2019,05/23/2019,
NTRS,Northern Trust Corporation,93.76,2.4,2.5335,06/13/2019,07/01/2019,
NVDA,NVIDIA Corporation,161.19,0.64,0.3881,05/30/2019,06/21/2019,
NVEC,NVE Corporation,66.94,4,5.9128,07/26/2019,08/30/2019,
NWBI,Northwest Bancshares Inc.,16.76,0.72,4.2629,07/31/2019,08/15/2019,
NWFL,Norwood Financial Corp.,34.16,0.96,2.7891,07/12/2019,08/01/2019,
NWL,Newell Brands Inc.,15.34,0.92,6.8503,05/30/2019,06/14/2019,
NXPI,NXP Semiconductors N.V.,100.46,1,1,06/13/2019,07/05/2019,
NXST,Nexstar Media Group Inc.,98.77,1.8,1.7736,05/09/2019,05/24/2019,
NXTG,First Trust Exchange-Traded Fund II,49.26,0.0396,0.0798,06/14/2019,06/28/2019,
NYMT,New York Mortgage Trust Inc.,6.05,0.8,13.1363,06/21/2019,07/25/2019,
OBNK,Origin Bancorp Inc.,33.78,0.13,0.3817,05/16/2019,05/31/2019,
OCCI,OFS Credit Company Inc.,16.615,2.004,11.9081,07/23/2019,07/31/2019,
OCFC,OceanFirst Financial Corp.,23.4,0.68,2.8452,08/02/2019,08/16/2019,
OCSI,Oaktree Strategic Income Corporation,8.22,0.62,7.5152,06/13/2019,06/28/2019,
OCSL,Oaktree Specialty Lending Corporation,5.27,0.38,7.2381,06/13/2019,06/28/2019,
ODFL,Old Dominion Freight Line Inc.,166.06,0.68,0.4085,06/04/2019,06/19/2019,
ODP,Office Depot Inc.,1.86,0.1,5.3476,05/23/2019,06/14/2019,
OFED,Oconee Federal Financial Corp.,23.5,0.4,1.7014,05/08/2019,05/23/2019,
OFLX,Omega Flex Inc.,75.72,1.12,1.5028,06/21/2019,07/02/2019,
OFS,OFS Capital Corporation,11.19,1.36,12.3862,06/20/2019,06/28/2019,
OKDCC,Eaton Vance NextShares Trust II,100.06,0.672,0.6716,08/01/2019,08/06/2019,
OLBK,Old Line Bancshares Inc.,27.22,0.48,1.7436,06/13/2019,06/28/2019,
OLD,Janus Detroit Street Trust,29.6131,0.539512,1.8239,06/28/2019,07/05/2019,
OLED,Universal Display Corporation,205.49,0.4,0.1915,06/13/2019,06/28/2019,
ONB,Old National Bancorp,17.13,0.52,3.0127,05/31/2019,06/17/2019,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,314.85,4,1.2551,06/21/2019,06/26/2019,
OPB,Opus Bank,21.35,0.44,2.0221,05/08/2019,05/23/2019,
OPBK,OP Bancorp,9.27,0.2,2.0576,05/09/2019,05/24/2019,
OPI,Office Properties Income Trust,26.97,2.2,8.0764,07/26/2019,08/15/2019,
OPOF,Old Point Financial Corporation,23.1,0.48,2.1239,06/03/2019,06/28/2019,
ORG,Janus Detroit Street Trust,24.4552,0.487756,2.0012,06/28/2019,07/05/2019,
ORIT,Oritani Financial Corp.,17.36,1,5.6497,08/01/2019,08/16/2019,
ORRF,Orrstown Financial Services Inc,21.71,0.6,2.6942,08/02/2019,08/12/2019,
OSBC,Old Second Bancorp Inc.,12.47,0.04,0.3165,07/25/2019,08/05/2019,
OTEX,Open Text Corporation,38.76,0.6984,1.6472,05/30/2019,06/21/2019,
OTTR,Otter Tail Corporation,53.03,1.4,2.6163,05/14/2019,06/10/2019,
OTTW,Ottawa Bancorp Inc.,13.16,0.24,1.8237,05/28/2019,06/12/2019,
OVBC,Ohio Valley Banc Corp.,33.74,0.84,2.3884,07/25/2019,08/10/2019,
OVLY,Oak Valley Bancorp (CA),18.57,0.27,1.4392,07/26/2019,08/09/2019,
OXLC,Oxford Lane Capital Corp.,10.38,1.62,15.4728,07/23/2019,07/31/2019,
OZK,Bank OZK,28.27,0.96,3.3391,07/11/2019,07/19/2019,
PAAS,Pan American Silver Corp.,16.1,0.14,0.8413,05/20/2019,06/03/2019,
PACW,PacWest Bancorp,35.79,2.4,6.5342,05/17/2019,05/31/2019,
PAHC,Phibro Animal Health Corporation,30.86,0.48,1.5243,06/04/2019,06/26/2019,
PANL,Pangaea Logistics Solutions Ltd.,3.58,0.14,3.9106,05/31/2019,06/11/2019,
PAYX,Paychex Inc.,83.93,2.48,2.9566,07/31/2019,08/22/2019,
PBBI,PB Bancorp Inc.,11.4,0.28,2.4242,07/16/2019,07/31/2019,
PBCT,People's United Financial Inc.,15.4,0.71,4.563,07/31/2019,08/15/2019,
PBHC,Pathfinder Bancorp Inc.,13.689,0.24,1.719,07/18/2019,08/09/2019,
PBIP,Prudential Bancorp Inc.,16.77,0.2,1.1179,06/06/2019,06/21/2019,
PCAR,PACCAR Inc.,67.22,1.28,1.8785,05/13/2019,06/04/2019,
PCB,PCB Bancorp,15.74,0.24,1.4643,05/30/2019,06/14/2019,
PCH,PotlatchDeltic Corporation,36.81,1.6,4.374,06/06/2019,06/28/2019,
PCSB,PCSB Financial Corporation,19.36,0.16,0.8312,05/16/2019,05/31/2019,
PCTI,PC-Tel Inc.,4.64,0.22,4.7619,05/07/2019,05/15/2019,
PDCO,Patterson Companies Inc.,19.24,1.04,5.3581,07/11/2019,07/26/2019,
PDP,Invesco Exchange-Traded Fund Trust,60.86,0.186884,0.3039,06/24/2019,06/28/2019,
PEBK,Peoples Bancorp of North Carolina Inc.,27.83,0.56,2.0253,05/31/2019,06/14/2019,
PEBO,Peoples Bancorp Inc.,31.29,1.36,4.3298,08/02/2019,08/19/2019,
PEGA,Pegasystems Inc.,72.02,0.12,0.1605,06/28/2019,07/15/2019,
PEGI,Pattern Energy Group Inc.,23.06,1.688,7.397,06/27/2019,07/31/2019,
PEP,PepsiCo Inc.,127.92,3.82,3.0046,06/06/2019,06/28/2019,
PETS,PetMed Express Inc.,16.34,1.08,6.6667,08/01/2019,08/09/2019,
PEY,Invesco Exchange-Traded Fund Trust,18.04,0.71772,3.9566,07/22/2019,07/31/2019,
PFBC,Preferred Bank,52.19,1.2,2.2901,07/05/2019,07/22/2019,
PFBI,Premier Financial Bancorp Inc.,15.58,0.6,3.9396,06/13/2019,06/28/2019,
PFF,iShares Trust,37.25,1.98372,5.3311,08/01/2019,08/07/2019,
PFG,Principal Financial Group Inc,55.29,2.16,3.8779,05/31/2019,06/28/2019,
PFI,Invesco Exchange-Traded Fund Trust,37.2029,0.50544,1.3547,06/24/2019,06/28/2019,
PFIN,P & F Industries Inc.,8,0.2,2.5,05/17/2019,05/24/2019,
PFIS,Peoples Financial Services Corp. ,47.9,1.36,2.814,05/30/2019,06/14/2019,
PFLT,PennantPark Floating Rate Capital Ltd.,11.61,1.14,9.7603,07/17/2019,08/01/2019,
PFM,Invesco Exchange-Traded Fund Trust,28.765,0.62404,2.1593,06/24/2019,06/28/2019,
PGC,Peapack-Gladstone Financial Corporation,27.32,0.2,0.7273,05/08/2019,05/23/2019,
PGJ,Invesco Exchange-Traded Fund Trust,34.66,0.20836,0.5916,06/24/2019,06/28/2019,
PHO,Invesco Exchange-Traded Fund Trust,35.4,0.35812,1.0026,06/24/2019,06/28/2019,
PID,Invesco Exchange-Traded Fund Trust,15.745,1.20492,7.5591,06/24/2019,06/28/2019,
PIE,Invesco Exchange-Traded Fund Trust II,17.5025,0.27824,1.5827,06/24/2019,06/28/2019,
PIO,Invesco Exchange-Traded Fund Trust II,27.53,0.91676,3.3036,06/24/2019,06/28/2019,
PIZ,Invesco Exchange-Traded Fund Trust II,27.02,0.7518,2.765,06/24/2019,06/28/2019,
PKBK,Parke Bancorp Inc.,22.74,0.64,2.761,07/11/2019,07/26/2019,
PKOH,Park-Ohio Holdings Corp.,29.76,0.5,1.66,05/14/2019,05/29/2019,
PKW,Invesco Exchange-Traded Fund Trust,61.83,1.06504,1.7016,06/24/2019,06/28/2019,
PLAY,Dave & Buster's Entertainment Inc.,40.13,0.6,1.4963,06/24/2019,07/10/2019,
PLBC,Plumas Bancorp,24.75,0.46,1.8586,04/30/2019,05/15/2019,
PLCE,Children's Place Inc. (The),91.51,2.24,2.4572,06/17/2019,06/28/2019,
PLPC,Preformed Line Products Company,55.5,0.8,1.3942,06/28/2019,07/19/2019,
PLW,Invesco Exchange-Traded Fund Trust II,34.6665,0.66216,1.9199,07/22/2019,07/31/2019,
PMD,Psychemedics Corporation,8.43,0.72,9,05/06/2019,05/17/2019,
PMOM,Principal Exchange-Traded Funds,28.54,0.432,1.5137,07/01/2019,07/05/2019,
PNBK,Patriot National Bancorp Inc.,14.5,0.04,0.2759,06/03/2019,06/11/2019,
PNFP,Pinnacle Financial Partners Inc.,56.71,0.64,1.1117,08/01/2019,08/30/2019,
PNNT,PennantPark Investment Corporation,6.54,0.72,10.9589,06/14/2019,07/01/2019,
POOL,Pool Corporation,188.91,2.2,1.1637,05/16/2019,05/31/2019,
POWI,Power Integrations Inc.,88.68,0.68,0.751,05/30/2019,06/28/2019,
POWL,Powell Industries Inc.,36.4,1.04,2.8338,05/21/2019,06/19/2019,
PPBI,Pacific Premier Bancorp Inc,29.2,0.88,2.974,08/01/2019,08/15/2019,
PPH,VanEck Vectors ETF Trust,57.74,1.124,1.9446,07/01/2019,07/08/2019,
PRFZ,Invesco Exchange-Traded Fund Trust,125.72,2.1094,1.6623,06/24/2019,06/28/2019,
PRGS,Progress Software Corporation,41.84,0.62,1.4527,05/31/2019,06/17/2019,
PRIM,Primoris Services Corporation,19.54,0.24,1.2012,06/27/2019,07/15/2019,
PRN,Invesco Exchange-Traded Fund Trust,66.9,0.1772,0.2617,06/24/2019,06/28/2019,
PROV,Provident Financial Holdings Inc.,20.58,0.56,2.7451,05/20/2019,06/11/2019,
PSC,Principal Exchange-Traded Funds,31.12,0.434632,1.3966,07/01/2019,07/05/2019,
PSCC,Invesco Exchange-Traded Fund Trust II,72.5803,1.52836,2.0453,06/24/2019,06/28/2019,
PSCD,Invesco Exchange-Traded Fund Trust II,57.55,0.69376,1.1615,06/24/2019,06/28/2019,
PSCF,Invesco Exchange-Traded Fund Trust II,53.32,1.974,3.6637,06/24/2019,06/28/2019,
PSCI,Invesco Exchange-Traded Fund Trust II,65.49,0.41392,0.6237,06/24/2019,06/28/2019,
PSCM,Invesco Exchange-Traded Fund Trust II,42.0995,0.46396,1.0732,06/24/2019,06/28/2019,
PSCT,Invesco Exchange-Traded Fund Trust II,84.87,0.27228,0.3131,06/24/2019,06/28/2019,
PSCU,Invesco Exchange-Traded Fund Trust II,53.2341,1.21732,2.2973,06/24/2019,06/28/2019,
PSDO,Presidio Inc.,13.71,0.16,1.1429,06/25/2019,07/05/2019,
PSEC,Prospect Capital Corporation,6.54,0.72,11.1111,07/30/2019,08/22/2019,
PSET,Principal Exchange-Traded Funds,37.64,0.628,1.6548,07/01/2019,07/05/2019,
PSL,Invesco Exchange-Traded Fund Trust,72.5171,0.3372,0.4632,06/24/2019,06/28/2019,
PTEN,Patterson-UTI Energy Inc.,10.33,0.16,1.534,06/05/2019,06/20/2019,
PUB,People's Utah Bancorp,29.06,0.52,1.7591,08/02/2019,08/12/2019,
PUI,Invesco Exchange-Traded Fund Trust,32.84,0.87684,2.6565,06/24/2019,06/28/2019,
PVAL,Principal Exchange-Traded Funds,26.05,0.378668,1.4046,07/01/2019,07/05/2019,
PWOD,Penns Woods Bancorp Inc.,44.41,1.88,4.1889,06/10/2019,06/25/2019,
PXI,Invesco Exchange-Traded Fund Trust,26.86,0.96028,3.5227,06/24/2019,06/28/2019,
PY,Principal Exchange-Traded Funds,31.37,0.682668,2.1528,07/01/2019,07/05/2019,
PYZ,Invesco Exchange-Traded Fund Trust,57.31,1.27696,2.1658,06/24/2019,06/28/2019,
QABA,First Trust Exchange-Traded Fund,47.22,0.8896,1.8646,06/14/2019,06/28/2019,
QADA,QAD Inc.,41.73,0.288,0.6776,07/09/2019,07/17/2019,
QADB,QAD Inc.,32,0.24,0.7328,07/09/2019,07/17/2019,
QAT,iShares Trust,17.3499,1.26954,7.2153,06/17/2019,06/21/2019,
QCLN,First Trust Exchange-Traded Fund,21.79,0.0972,0.4424,06/14/2019,06/28/2019,
QCOM,QUALCOMM Incorporated,71.15,2.48,3.4831,06/05/2019,06/27/2019,
QCRH,QCR Holdings Inc.,36.62,0.24,0.6483,06/20/2019,07/03/2019,
QLC,FlexShares Trust,33.62,1.129516,3.3104,06/21/2019,06/27/2019,
QQEW,First Trust Exchange-Traded Fund,66.12,0.2988,0.4452,06/14/2019,06/28/2019,
QQQ,Invesco QQQ Trust Series 1,187.35,1.66232,0.8742,06/24/2019,07/31/2019,
QQXT,First Trust Exchange-Traded Fund,54,0.1832,0.3358,06/14/2019,06/28/2019,
QTEC,First Trust Exchange-Traded Fund,85.44,0.5748,0.6572,06/14/2019,06/28/2019,
QTRH,Quarterhill Inc.,1.23,0.037625,3.3296,06/13/2019,07/05/2019,
QYLD,Global X Funds,22.75,2.0532,8.9037,07/24/2019,08/01/2019,
RAVN,Raven Industries Inc.,34.48,0.52,1.4781,07/12/2019,07/29/2019,
RBB,RBB Bancorp,18.62,0.4,2.1231,07/30/2019,08/15/2019,
RBCAA,Republic Bancorp Inc.,47.25,1.056,2.2411,06/20/2019,07/19/2019,
RBNC,Reliant Bancorp Inc.,23.72,0.36,1.4724,07/05/2019,07/18/2019,
RCKY,Rocky Brands Inc.,30.82,0.56,1.7943,05/31/2019,06/17/2019,
RDVY,First Trust Exchange-Traded Fund VI,31.17,0.532,1.69,06/14/2019,06/28/2019,
RECN,Resources Connection Inc.,17.78,0.52,2.9902,05/15/2019,06/13/2019,
REG,Regency Centers Corporation,65.76,2.34,3.5476,05/10/2019,05/23/2019,
RELL,Richardson Electronics Ltd.,5.66,0.24,4.2478,05/07/2019,05/24/2019,
RFAP,First Trust Exchange-Traded Fund III,49.941,2.3228,4.6511,06/14/2019,06/28/2019,
RFDI,First Trust Exchange-Traded Fund III,54.78,3.71,6.7101,06/14/2019,06/28/2019,
RFEM,First Trust Exchange-Traded Fund III,58.54,1.0928,1.8423,06/14/2019,06/28/2019,
RFEU,First Trust Exchange-Traded Fund III,56.765,4.9152,8.4919,06/14/2019,06/28/2019,
RFIL,RF Industries Ltd.,7.7,0.08,1,06/27/2019,07/15/2019,
RGCO,RGC Resources Inc.,28.15,0.66,2.3338,07/12/2019,08/01/2019,
RGLD,Royal Gold Inc.,116.47,1.06,0.8934,07/03/2019,07/19/2019,
RICK,RCI Hospitality Holdings Inc.,15.95,0.12,0.7426,06/07/2019,06/25/2019,
RILY,B. Riley Financial Inc.,20.43,0.32,5.5974,05/14/2019,05/29/2019,
RING,iShares Inc.,22.01,0.289168,1.3138,06/17/2019,06/21/2019,
RIVE,Riverview Financial Corporation,10.75,0.4,3.7843,06/13/2019,06/28/2019,
RMCF,Rocky Mountain Chocolate Factory Inc.,8.9256,0.48,5.3393,06/03/2019,06/14/2019,
RMR,The RMR Group Inc.,48.9,1.4,2.8624,07/26/2019,08/15/2019,
RNDM,First Trust Exchange-Traded Fund VI,49.265,1.6,3.2323,06/14/2019,06/28/2019,
RNDV,First Trust Exchange-Traded Fund VI,21.6796,0.646,2.9008,06/14/2019,06/28/2019,
RNEM,First Trust Exchange-Traded Fund VI,50.02,0.8,1.5911,06/14/2019,06/28/2019,
RNLC,First Trust Exchange-Traded Fund VI,22.71,0.3688,1.6039,06/14/2019,06/28/2019,
RNMC,First Trust Exchange-Traded Fund VI,21.6965,0.432,1.9641,06/14/2019,06/28/2019,
RNSC,First Trust Exchange-Traded Fund VI,20.519,0.3948,1.9045,06/14/2019,06/28/2019,
RNST,Renasant Corporation,33.97,0.88,2.5463,06/13/2019,06/28/2019,
ROBT,First Trust Exchange-Traded Fund VI,31.93,0.36,1.108,06/14/2019,06/28/2019,
ROIC,Retail Opportunity Investments Corp.,18.01,0.788,4.3924,06/12/2019,06/27/2019,
ROST,Ross Stores Inc.,103.49,1.02,0.9848,06/10/2019,06/28/2019,
RRR,Red Rock Resorts Inc.,19.45,0.4,2.0171,06/13/2019,06/28/2019,
RUSHA,Rush Enterprises Inc.,37.77,0.48,1.2759,05/08/2019,06/10/2019,
RUSHB,Rush Enterprises Inc.,39.15,0.48,1.2339,05/08/2019,06/10/2019,
RUTH,Ruth's Hospitality Group Inc.,20.84,0.52,2.336,05/22/2019,06/06/2019,
RVEN,Reven Housing REIT Inc.,4.6192,0.04,0.818,04/25/2019,05/15/2019,
RVSB,Riverview Bancorp Inc,7.88,0.18,2.2388,07/11/2019,07/23/2019,
SABR,Sabre Corporation,25.02,0.56,2.2951,06/20/2019,06/28/2019,
SAFM,Sanderson Farms Inc.,133.68,1.28,0.9532,07/29/2019,08/13/2019,
SAFT,Safety Insurance Group Inc.,96.95,3.2,3.2847,05/31/2019,06/14/2019,
SAL,Salisbury Bancorp Inc.,38,1.12,2.9474,05/16/2019,05/31/2019,
SALM,Salem Media Group Inc.,2.08,0.26,12.8395,06/13/2019,06/28/2019,
SAMG,Silvercrest Asset Management Group Inc.,13.6,0.6,4.1408,06/13/2019,06/21/2019,
SASR,Sandy Spring Bancorp Inc.,35.66,1.2,3.351,05/07/2019,05/15/2019,
SBBX,SB One Bancorp,22.36,0.3,1.3292,05/10/2019,05/27/2019,
SBFG,SB Financial Group Inc.,16.6,0.36,2.1687,05/09/2019,05/24/2019,
SBGI,Sinclair Broadcast Group Inc.,49.37,0.8,1.5939,05/30/2019,06/17/2019,
SBNY,Signature Bank,121.68,2.24,1.8183,07/31/2019,08/15/2019,
SBRA,Sabra Health Care REIT Inc.,20.69,1.8,8.6705,05/17/2019,05/31/2019,
SBSI,Southside Bancshares Inc.,33.68,1.24,3.7159,05/22/2019,06/06/2019,
SBT,Sterling Bancorp Inc.,9.67,0.04,0.4128,05/23/2019,05/31/2019,
SBUX,Starbucks Corporation,95.51,1.44,1.5098,05/08/2019,05/24/2019,
SCHL,Scholastic Corporation,34.75,0.6,1.7271,04/29/2019,06/17/2019,
SCHN,Schnitzer Steel Industries Inc.,25.64,0.75,2.8758,05/10/2019,05/28/2019,
SCVL,Shoe Carnival Inc.,22.95,0.34,1.4316,07/05/2019,07/22/2019,
SCZ,iShares Trust,55.91,1.864888,3.3159,06/17/2019,06/21/2019,
SDG,iShares Trust,56.7006,1.090468,1.8935,06/17/2019,06/21/2019,
SDVY,First Trust Exchange-Traded Fund VI,19.93,0.506,2.4988,06/14/2019,06/28/2019,
SEIC,SEI Investments Company,57.67,0.66,1.1292,06/11/2019,06/20/2019,
SELF,Global Self Storage Inc.,4.1,0.26,6.357,06/14/2019,06/28/2019,
SFBC,Sound Financial Bancorp Inc.,35,0.56,1.5995,05/08/2019,05/23/2019,
SFBS,ServisFirst Bancshares Inc.,32,0.6,1.8416,06/28/2019,07/12/2019,
SFNC,Simmons First National Corporation,24.98,0.64,2.561,06/14/2019,07/05/2019,
SGA,Saga Communications Inc.,29.69,1.2,3.9841,06/13/2019,07/05/2019,
SGC,Superior Group of Companies Inc.,15.72,0.4,2.4783,05/14/2019,05/29/2019,
SHBI,Shore Bancshares Inc,16,0.4,2.5078,05/16/2019,05/31/2019,
SHOO,Steven Madden Ltd.,30.68,0.56,1.7909,06/17/2019,06/28/2019,
SHV,iShares Trust,110.48,2.520156,2.2815,08/01/2019,08/07/2019,
SHY,iShares Trust,84.68,1.800276,2.1265,08/01/2019,08/07/2019,
SIGI,Selective Insurance Group Inc.,78.01,0.8,1.023,05/14/2019,06/03/2019,
SIRI,Sirius XM Holdings Inc.,6.34,0.0484,0.7719,05/09/2019,05/31/2019,
SKIS,Peak Resorts Inc.,10.86,0.28,2.5735,07/24/2019,08/09/2019,
SKOR,FlexShares Trust,52,1.651116,3.1777,08/01/2019,08/07/2019,
SKYW,SkyWest Inc.,59.42,0.48,0.7901,06/27/2019,07/05/2019,
SKYY,First Trust Exchange-Traded Fund II,57.2352,0.4448,0.7598,06/14/2019,06/28/2019,
SLGN,Silgan Holdings Inc.,29.85,0.44,1.457,05/31/2019,06/17/2019,
SLIM,Janus Detroit Street Trust,33.1036,0.284968,0.8438,06/28/2019,07/05/2019,
SLM,SLM Corporation,8.85,0.12,1.3378,06/06/2019,06/17/2019,
SLP,Simulations Plus Inc.,36.79,0.24,0.5749,07/24/2019,08/01/2019,
SLQD,iShares Trust,50.8984,1.453332,2.8541,08/01/2019,08/07/2019,
SLRC,Solar Capital Ltd.,20.7,1.64,7.896,06/19/2019,07/02/2019,
SLVO,Credit Suisse AG,7.0248,0.18,2.5937,06/19/2019,06/25/2019,
SMBC,Southern Missouri Bancorp Inc.,33.8,0.52,1.549,05/14/2019,05/31/2019,
SMMF,Summit Financial Group Inc.,25.26,0.6,2.3292,06/13/2019,06/28/2019,
SNH,Senior Housing Properties Trust,8.1,0.6,7.4074,07/26/2019,08/15/2019,
SNLN,Highland Funds I,17.62,0.877092,4.9736,07/15/2019,07/31/2019,
SNSR,Global X Funds,19.45,0.161348,0.8161,06/27/2019,07/08/2019,
SOHO,Sotherly Hotels Inc.,7.1,0.52,7.4286,06/13/2019,07/11/2019,
SONA,Southern National Bancorp of Virginia Inc.,15.38,0.36,2.3226,05/10/2019,05/24/2019,
SOXX,iShares Trust,202.41,3.029292,1.4745,06/17/2019,06/21/2019,
SPAR,Spartan Motors Inc.,13.02,0.1,0.7874,05/16/2019,06/17/2019,
SPFI,South Plains Financial Inc.,17.48,0.12,0.6885,07/23/2019,08/07/2019,
SPKE,Spark Energy Inc.,11.02,0.725,6.682,05/30/2019,06/14/2019,
SPOK,Spok Holdings Inc.,12.26,0.5,4.1425,05/23/2019,06/24/2019,
SPTN,SpartanNash Company,9.4,0.76,6.5687,06/13/2019,06/28/2019,
SQLV,Legg Mason ETF Investment Trust,25.5338,0.42,1.623,06/17/2019,06/20/2019,
SQQQ,ProShares Trust,34.78,0.976568,2.9379,06/25/2019,07/02/2019,
SRCE,1st Source Corporation,45.26,1.08,2.3478,08/02/2019,08/15/2019,
SRET,Global X Funds,14.88,1.1976,8.1248,07/03/2019,07/12/2019,
SSB,South State Corporation,76.09,1.6,2.0801,05/09/2019,05/17/2019,
SSBI,Summit State Bank,12.24,0.48,3.9506,05/16/2019,05/24/2019,
SSFN,Stewardship Financial Corp,15.46,0.12,0.7767,07/31/2019,08/15/2019,
SSNC,SS&C Technologies Holdings Inc.,45.48,0.4,0.8549,05/31/2019,06/17/2019,
SSP,E.W. Scripps Company (The),14.87,0.2,1.328,06/13/2019,06/25/2019,
STAF,Staffing 360 Solutions Inc.,1.57,0.04,2.5,05/16/2019,05/30/2019,
STBA,S&T Bancorp Inc.,36.49,1.08,2.9221,07/31/2019,08/15/2019,
STFC,State Auto Financial Corporation,32.65,0.4,1.2266,06/17/2019,06/28/2019,
STLD,Steel Dynamics Inc.,29.65,0.96,3.1673,06/27/2019,07/12/2019,
STND,Standard AVB Financial Corp.,27.279,0.884,3.2145,08/02/2019,08/19/2019,
STRA,Strategic Education Inc.,175.29,2,1.1302,05/24/2019,06/10/2019,
STRT,STRATTEC SECURITY CORPORATION,21,0.56,2.7224,06/13/2019,06/28/2019,
SUNS,Solar Senior Capital Ltd.,16.61,1.41,8.4889,07/24/2019,08/01/2019,
SUSB,iShares Trust,25.33,0.730116,2.8801,08/01/2019,08/07/2019,
SUSC,iShares Trust,25.9902,0.803808,3.0975,08/01/2019,08/07/2019,
SUSL,iShares Trust,50.5338,0.482928,0.9375,06/17/2019,06/21/2019,
SVBI,Severn Bancorp Inc,8.41,0.12,1.4286,06/05/2019,06/17/2019,
SWKS,Skyworks Solutions Inc.,79.33,1.52,1.8364,05/20/2019,06/11/2019,
SYBT,Stock Yards Bancorp Inc.,37.4,1.04,2.7919,06/14/2019,07/01/2019,
SYMC,Symantec Corporation,21.15,0.3,1.3928,06/07/2019,06/26/2019,
TACT,TransAct Technologies Incorporated,12.71,0.36,2.8708,05/17/2019,06/14/2019,
TAIT,Taitron Components Incorporated,3.3,0.12,3.6474,05/14/2019,05/31/2019,
TBNK,Territorial Bancorp Inc.,28.76,0.88,3.0609,05/08/2019,05/23/2019,
TCBK,TriCo Bancshares,36.76,0.76,2.0552,06/13/2019,06/28/2019,
TCF,TCF Financial Corporation,40.14,1.36,3.3026,06/06/2019,06/21/2019,
TCFC,The Community Financial Corporation,31.89,0.5,1.6041,07/05/2019,07/22/2019,
TCPC,BlackRock TCP Capital Corp.,14.1,1.44,10.2491,06/13/2019,06/28/2019,
TCRD,THL Credit Inc.,6.65,0.84,12.7273,06/13/2019,06/28/2019,
TDIV,First Trust Exchange-Traded Fund VI,39.21,0.9124,2.2867,06/14/2019,06/28/2019,
TECH,Bio-Techne Corp,206.02,1.28,0.6067,05/09/2019,05/24/2019,
TER,Teradyne Inc.,53.47,0.36,0.6569,05/28/2019,06/21/2019,
TERP,TerraForm Power Inc.,15.73,0.8056,5.184,05/31/2019,06/17/2019,
TESS,TESSCO Technologies Incorporated,13.64,0.8,5.6062,05/21/2019,06/05/2019,
TFSL,TFS Financial Corporation,17.61,1,5.711,06/10/2019,06/25/2019,
THFF,First Financial Corporation Indiana,42.08,1.04,2.4563,06/14/2019,07/02/2019,
TILE,Interface Inc.,12.58,0.26,1.9549,05/09/2019,05/24/2019,
TIVO,TiVo Corporation,7.95,0.32,3.8835,06/04/2019,06/19/2019,
TLT,iShares Trust,136.51,3.167412,2.3417,08/01/2019,08/07/2019,
TOWN,Towne Bank,27.29,0.72,2.6172,06/27/2019,07/10/2019,
TRCB,Two River Bancorp,13.93,0.28,1.99,05/09/2019,05/30/2019,
TRMK,Trustmark Corporation,34.76,0.92,2.6301,05/30/2019,06/15/2019,
TRMT,Tremont Mortgage Trust,4.35,0.88,20.6089,07/26/2019,08/15/2019,
TROW,T. Rowe Price Group Inc.,110.05,3.04,2.7519,06/13/2019,06/28/2019,
TRST,TrustCo Bank Corp NY,7.88,0.2725,3.4581,06/06/2019,07/01/2019,
TSBK,Timberland Bancorp Inc.,26.06,0.6,2.2338,05/14/2019,05/29/2019,
TSCO,Tractor Supply Company,107.06,1.4,1.2968,05/24/2019,06/11/2019,
TTEK,Tetra Tech Inc.,76.83,0.6,0.781,05/14/2019,05/31/2019,
TTS,Tile Shop Hldgs Inc.,2.51,0.2,7.9051,07/26/2019,08/09/2019,
TUR,iShares Inc.,25.71,1.183626,4.6091,06/17/2019,06/21/2019,
TUSA,First Trust Exchange-Traded Fund,33.5218,0.3148,0.9308,06/14/2019,06/28/2019,
