Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
NBTB,NBT Bancorp Inc.,34.97,1.04,2.9799,08/29/2019,09/13/2019,
NCMI,National CineMedia Inc.,8.2,0.68,8.3951,08/14/2019,08/30/2019,
NDAQ,Nasdaq Inc.,99.84,1.88,1.8843,06/13/2019,06/28/2019,
NDSN,Nordson Corporation,135.96,1.52,1.1211,08/26/2019,09/10/2019,
NEWT,Newtek Business Services Corp.,22.81,1.84,7.9792,06/13/2019,06/28/2019,
NFBK,Northfield Bancorp Inc.,15.52,0.44,2.8332,08/06/2019,08/21/2019,
NFTY,First Trust Exchange-Traded AlphDEX Fund II,32.3393,0.1916,0.5925,06/14/2019,06/28/2019,
NGHC,National General Holdings Corp,23.58,0.16,0.6774,06/28/2019,07/15/2019,
NKSH,National Bankshares Inc.,33.5,1.34,3.9917,05/24/2019,06/03/2019,
NMRK,Newmark Group Inc.,8.68,0.4,4.6458,08/19/2019,09/05/2019,
NNBR,NN Inc.,6.42,0.28,4.48,06/20/2019,06/28/2019,
NRC,National Research Corporation,64.03,0.76,1.1741,06/27/2019,07/15/2019,
NRIM,Northrim BanCorp Inc,36.2,1.2,3.3058,06/05/2019,06/14/2019,
NSEC,National Security Group Inc.,11.5,0.2,1.7391,08/09/2019,08/30/2019,
NTAP,NetApp Inc.,48.06,1.92,4.0084,07/03/2019,07/24/2019,
NTIC,Northern Technologies International Corporation,10.95,0.24,2.1918,08/06/2019,08/21/2019,
NTRS,Northern Trust Corporation,87.93,2.4,2.7501,06/13/2019,07/01/2019,
NVDA,NVIDIA Corporation,167.51,0.64,0.3832,08/28/2019,09/20/2019,
NVEC,NVE Corporation,64.2,4,6.2016,07/26/2019,08/30/2019,
NWBI,Northwest Bancshares Inc.,15.81,0.72,4.534,07/31/2019,08/15/2019,
NWFL,Norwood Financial Corp.,30.72,0.96,3.1169,07/12/2019,08/01/2019,
NWL,Newell Brands Inc.,16.6,0.92,5.5927,08/29/2019,09/13/2019,
NXPI,NXP Semiconductors N.V.,102.14,1,0.9846,06/13/2019,07/05/2019,
NXST,Nexstar Media Group Inc.,98.89,1.8,1.9147,08/08/2019,08/23/2019,
NXTG,First Trust Exchange-Traded Fund II,49.0254,0.0396,0.0809,06/14/2019,06/28/2019,
NYMT,New York Mortgage Trust Inc.,6.15,0.8,12.966,06/21/2019,07/25/2019,
OBNK,Origin Bancorp Inc.,32.04,0.37,1.1624,08/15/2019,08/30/2019,
OCCI,OFS Credit Company Inc.,16.45,2.004,12.1597,08/22/2019,08/30/2019,
OCFC,OceanFirst Financial Corp.,21.02,0.68,3.197,08/02/2019,08/16/2019,
OCSI,Oaktree Strategic Income Corporation,8.18,0.62,7.5518,06/13/2019,06/28/2019,
OCSL,Oaktree Specialty Lending Corporation,5.19,0.38,7.393,06/13/2019,06/28/2019,
ODFL,Old Dominion Freight Line Inc.,163.76,0.68,0.4196,06/04/2019,06/19/2019,
ODP,Office Depot Inc.,1.3,0.1,7.4627,08/22/2019,09/13/2019,
OFED,Oconee Federal Financial Corp.,23,0.4,1.7391,08/07/2019,08/22/2019,
OFLX,Omega Flex Inc.,84.2,1.12,1.3494,06/21/2019,07/02/2019,
OFS,OFS Capital Corporation,11.45,1.36,12.2633,06/20/2019,06/28/2019,
OLBK,Old Line Bancshares Inc.,26.42,0.48,1.8113,06/13/2019,06/28/2019,
OLD,Janus Detroit Street Trust,30.72,0.539512,1.7568,06/28/2019,07/05/2019,
OLED,Universal Display Corporation,205.47,0.4,0.1933,06/13/2019,06/28/2019,
ONB,Old National Bancorp,16.8,0.52,3.0697,08/30/2019,09/17/2019,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,313.35,4,1.276,06/21/2019,06/26/2019,
OPB,Opus Bank,20.76,0.44,2.1174,08/07/2019,08/22/2019,
OPBK,OP Bancorp,9.5,0.2,2.0964,08/08/2019,08/23/2019,
OPI,Office Properties Income Trust,27.11,2.2,8.0823,07/26/2019,08/15/2019,
OPOF,Old Point Financial Corporation,23.88,0.48,2,08/30/2019,09/27/2019,
ORG,Janus Detroit Street Trust,23.77,0.487756,2.0876,06/28/2019,07/05/2019,
ORIT,Oritani Financial Corp.,17.13,1,5.8275,08/01/2019,08/16/2019,
ORRF,Orrstown Financial Services Inc,21.34,0.6,2.8103,08/02/2019,08/12/2019,
OSBC,Old Second Bancorp Inc.,11.79,0.04,0.3376,07/25/2019,08/05/2019,
OTEX,Open Text Corporation,39.09,0.6984,1.7977,08/29/2019,09/20/2019,
OTTR,Otter Tail Corporation,50.62,1.4,2.7537,08/14/2019,09/10/2019,
OTTW,Ottawa Bancorp Inc.,12.52,0.24,1.9078,05/28/2019,06/12/2019,
OVBC,Ohio Valley Banc Corp.,32.21,0.84,2.6258,07/25/2019,08/10/2019,
OVLY,Oak Valley Bancorp (CA),16.15,0.27,1.677,07/26/2019,08/09/2019,
OXLC,Oxford Lane Capital Corp.,9.43,1.62,16.6495,08/22/2019,08/30/2019,
OZK,Bank OZK,25.8,0.96,3.7123,07/11/2019,07/19/2019,
PAAS,Pan American Silver Corp.,18.45,0.14,0.7701,08/16/2019,08/30/2019,
PACW,PacWest Bancorp,34.08,2.4,7.0692,08/19/2019,08/30/2019,
PAHC,Phibro Animal Health Corporation,20.65,0.48,2.2706,06/04/2019,06/26/2019,
PANL,Pangaea Logistics Solutions Ltd.,3.12,0.14,4.5161,08/23/2019,09/03/2019,
PAYX,Paychex Inc.,81.7,2.48,3.0296,07/31/2019,08/22/2019,
PBBI,PB Bancorp Inc.,11.2,0.28,2.4779,07/16/2019,07/31/2019,
PBCT,People's United Financial Inc.,14.37,0.71,4.9443,07/31/2019,08/15/2019,
PBHC,Pathfinder Bancorp Inc.,13.19,0.24,1.8113,07/18/2019,08/09/2019,
PBIP,Prudential Bancorp Inc.,16.18,0.2,1.2446,06/06/2019,06/21/2019,
PCAR,PACCAR Inc.,65.56,1.28,1.9578,08/13/2019,09/04/2019,
PCB,PCB Bancorp,16.47,0.24,1.4652,08/29/2019,09/13/2019,
PCH,PotlatchDeltic Corporation,38.48,1.6,4.1354,06/06/2019,06/28/2019,
PCSB,PCSB Financial Corporation,19.71,0.16,0.8134,08/15/2019,08/30/2019,
PCTI,PC-Tel Inc.,6.82,0.22,3.2305,08/07/2019,08/15/2019,
PDCO,Patterson Companies Inc.,16.72,1.04,6.209,07/11/2019,07/26/2019,
PDP,Invesco Exchange-Traded Fund Trust,62.22,0.186884,0.299,06/24/2019,06/28/2019,
PEBK,Peoples Bancorp of North Carolina Inc.,27.87,0.56,1.9823,08/30/2019,09/16/2019,
PEBO,Peoples Bancorp Inc.,30.71,1.36,4.4271,08/02/2019,08/19/2019,
PEGA,Pegasystems Inc.,70.15,0.12,0.17,06/28/2019,07/15/2019,
PEGI,Pattern Energy Group Inc.,27.15,1.688,6.3197,06/27/2019,07/31/2019,
PEP,PepsiCo Inc.,136.73,3.82,2.8084,06/06/2019,06/28/2019,
PETS,PetMed Express Inc.,15.8,1.08,6.9677,08/01/2019,08/09/2019,
PEY,Invesco Exchange-Traded Fund Trust,17.59,0.74184,4.2342,08/19/2019,08/30/2019,
PFBC,Preferred Bank,49.96,1.2,2.4262,07/05/2019,07/22/2019,
PFBI,Premier Financial Bancorp Inc.,15.5,0.6,3.9139,06/13/2019,06/28/2019,
PFF,iShares Trust,37.41,1.98372,5.3055,08/01/2019,08/07/2019,
PFG,Principal Financial Group Inc,53.22,2.16,4.0602,05/31/2019,06/28/2019,
PFI,Invesco Exchange-Traded Fund Trust,38.0444,0.50544,1.3266,06/24/2019,06/28/2019,
PFIN,P & F Industries Inc.,7.0262,0.2,2.849,08/16/2019,08/23/2019,
PFIS,Peoples Financial Services Corp. ,44.77,1.36,3.0425,08/29/2019,09/13/2019,
PFLT,PennantPark Floating Rate Capital Ltd.,11.4,1.14,9.9825,08/16/2019,09/03/2019,
PFM,Invesco Exchange-Traded Fund Trust,29.16,0.62404,2.143,06/24/2019,06/28/2019,
PGC,Peapack-Gladstone Financial Corporation,28.13,0.2,0.709,08/07/2019,08/22/2019,
PGJ,Invesco Exchange-Traded Fund Trust,36.66,0.20836,0.5723,06/24/2019,06/28/2019,
PHO,Invesco Exchange-Traded Fund Trust,36.18,0.35812,0.9917,06/24/2019,06/28/2019,
PID,Invesco Exchange-Traded Fund Trust,15.58,1.20492,7.7837,06/24/2019,06/28/2019,
PIE,Invesco Exchange-Traded Fund Trust II,17.61,0.27824,1.5909,06/24/2019,06/28/2019,
PIO,Invesco Exchange-Traded Fund Trust II,27.52,0.91676,3.3347,06/24/2019,06/28/2019,
PIZ,Invesco Exchange-Traded Fund Trust II,26.56,0.7518,2.8528,06/24/2019,06/28/2019,
PKBK,Parke Bancorp Inc.,22.77,0.64,2.8482,07/11/2019,07/26/2019,
PKOH,Park-Ohio Holdings Corp.,27.19,0.5,1.8525,08/12/2019,08/27/2019,
PKW,Invesco Exchange-Traded Fund Trust,60.83,1.06504,1.754,06/24/2019,06/28/2019,
PLAY,Dave & Buster's Entertainment Inc.,43.05,0.6,1.4235,06/24/2019,07/10/2019,
PLCE,Children's Place Inc. (The),87.25,2.24,2.5923,06/17/2019,06/28/2019,
PLPC,Preformed Line Products Company,51.25,0.8,1.5522,06/28/2019,07/19/2019,
PLW,Invesco Exchange-Traded Fund Trust II,36.26,0.65856,1.8177,08/19/2019,08/30/2019,
PMD,Psychemedics Corporation,7.8,0.72,9.6386,08/05/2019,08/16/2019,
PMOM,Principal Exchange-Traded Funds,27.5302,0.432,1.5692,07/01/2019,07/05/2019,
PNBK,Patriot National Bancorp Inc.,13.32,0.04,0.2948,08/30/2019,09/13/2019,
PNFP,Pinnacle Financial Partners Inc.,52.67,0.64,1.2343,08/01/2019,08/30/2019,
PNNT,PennantPark Investment Corporation,6.31,0.72,11.3386,06/14/2019,07/01/2019,
POOL,Pool Corporation,196.38,2.2,1.1093,08/14/2019,08/29/2019,
POWI,Power Integrations Inc.,89.02,0.68,0.7701,08/29/2019,09/30/2019,
POWL,Powell Industries Inc.,36.32,1.04,2.8377,08/20/2019,09/18/2019,
PPBI,Pacific Premier Bancorp Inc,29.46,0.88,2.9952,08/01/2019,08/15/2019,
PPH,VanEck Vectors ETF Trust,56.43,1.124,1.9915,07/01/2019,07/08/2019,
PRFZ,Invesco Exchange-Traded Fund Trust,122.58,2.1094,1.72,06/24/2019,06/28/2019,
PRGS,Progress Software Corporation,37.78,0.62,1.6376,05/31/2019,06/17/2019,
PRIM,Primoris Services Corporation,19.54,0.24,1.2632,06/27/2019,07/15/2019,
PRN,Invesco Exchange-Traded Fund Trust,68.03,0.1772,0.2601,06/24/2019,06/28/2019,
PROV,Provident Financial Holdings Inc.,20.19,0.56,2.7986,08/19/2019,09/10/2019,
PSC,Principal Exchange-Traded Funds,30.0451,0.434632,1.4439,07/01/2019,07/05/2019,
PSCC,Invesco Exchange-Traded Fund Trust II,71.72,1.52836,2.1243,06/24/2019,06/28/2019,
PSCD,Invesco Exchange-Traded Fund Trust II,57.43,0.69376,1.208,06/24/2019,06/28/2019,
PSCF,Invesco Exchange-Traded Fund Trust II,52.4917,1.974,3.7486,06/24/2019,06/28/2019,
PSCI,Invesco Exchange-Traded Fund Trust II,64.26,0.41392,0.6473,06/24/2019,06/28/2019,
PSCM,Invesco Exchange-Traded Fund Trust II,40.91,0.46396,1.1357,06/24/2019,06/28/2019,
PSCT,Invesco Exchange-Traded Fund Trust II,83.03,0.27228,0.328,06/24/2019,06/28/2019,
PSCU,Invesco Exchange-Traded Fund Trust II,53.1099,1.21732,2.2991,06/24/2019,06/28/2019,
PSDO,Presidio Inc.,16.02,0.16,1,06/25/2019,07/05/2019,
PSEC,Prospect Capital Corporation,6.37,0.72,11.25,08/29/2019,09/19/2019,
PSET,Principal Exchange-Traded Funds,37.97,0.628,1.6539,07/01/2019,07/05/2019,
PSL,Invesco Exchange-Traded Fund Trust,75.4264,0.3372,0.4451,06/24/2019,06/28/2019,
PSMT,PriceSmart Inc.,60.43,0.7,1.1597,08/14/2019,08/30/2019,
PTEN,Patterson-UTI Energy Inc.,8.65,0.16,1.8018,06/05/2019,06/20/2019,
PTMN,Portman Ridge Finance Corporation,2.38,0.24,10.1266,08/09/2019,08/29/2019,
PUB,People's Utah Bancorp,26.5,0.52,1.9209,08/02/2019,08/12/2019,
PUI,Invesco Exchange-Traded Fund Trust,34.3123,0.87684,2.5624,06/24/2019,06/28/2019,
PVAL,Principal Exchange-Traded Funds,25.52,0.378668,1.492,07/01/2019,07/05/2019,
PWOD,Penns Woods Bancorp Inc.,41.29,1.88,4.5977,06/10/2019,06/25/2019,
PXI,Invesco Exchange-Traded Fund Trust,24.7325,0.96028,3.8473,06/24/2019,06/28/2019,
PY,Principal Exchange-Traded Funds,30.66,0.682668,2.2661,07/01/2019,07/05/2019,
PYZ,Invesco Exchange-Traded Fund Trust,55.98,1.27696,2.2884,06/24/2019,06/28/2019,
PZZA,Papa John's International Inc.,49.76,0.9,1.7825,08/09/2019,08/23/2019,
QABA,First Trust Exchange-Traded Fund,45.66,0.8896,1.9504,06/14/2019,06/28/2019,
QADA,QAD Inc.,40.52,0.288,0.7161,07/09/2019,07/17/2019,
QADB,QAD Inc.,29.59,0.24,0.8368,07/09/2019,07/17/2019,
QAT,iShares Trust,17.2857,1.26954,7.3423,06/17/2019,06/21/2019,
QCLN,First Trust Exchange-Traded Fund,21.25,0.0972,0.4587,06/14/2019,06/28/2019,
QCOM,QUALCOMM Incorporated,77.77,2.48,3.244,06/05/2019,06/27/2019,
QCRH,QCR Holdings Inc.,35.31,0.24,0.6772,06/20/2019,07/03/2019,
QLC,FlexShares Trust,33.23,1.129516,3.4032,06/21/2019,06/27/2019,
QQEW,First Trust Exchange-Traded Fund,65.92,0.2988,0.4521,06/14/2019,06/28/2019,
QQQ,Invesco QQQ Trust Series 1,187.47,1.66232,0.8846,06/24/2019,07/31/2019,
QQXT,First Trust Exchange-Traded Fund,53.43,0.1832,0.341,06/14/2019,06/28/2019,
QTEC,First Trust Exchange-Traded Fund,86.17,0.5748,0.669,06/14/2019,06/28/2019,
QTRH,Quarterhill Inc.,1.41,0.037625,2.6875,06/13/2019,07/05/2019,
QYLD,Global X Funds,22.66,2.7276,12.0371,08/21/2019,08/29/2019,
RAVN,Raven Industries Inc.,29.17,0.52,1.7808,07/12/2019,07/29/2019,
RBB,RBB Bancorp,18.43,0.4,2.1645,07/30/2019,08/15/2019,
RBCAA,Republic Bancorp Inc.,42.45,1.056,2.5287,06/20/2019,07/19/2019,
RBNC,Reliant Bancorp Inc.,22.91,0.36,1.5652,07/05/2019,07/18/2019,
RCKY,Rocky Brands Inc.,29.14,0.56,1.8919,08/30/2019,09/17/2019,
RDVY,First Trust Exchange-Traded Fund VI,30.51,0.532,1.7488,06/14/2019,06/28/2019,
RECN,Resources Connection Inc.,16.55,0.56,3.4043,08/21/2019,09/19/2019,
REG,Regency Centers Corporation,64.51,2.34,3.6318,08/09/2019,08/22/2019,
RELL,Richardson Electronics Ltd.,5.84,0.24,4.1739,08/06/2019,08/23/2019,
RFAP,First Trust Exchange-Traded Fund III,48.13,2.3228,4.8361,06/14/2019,06/28/2019,
RFDI,First Trust Exchange-Traded Fund III,54.25,3.71,6.8691,06/14/2019,06/28/2019,
RFEM,First Trust Exchange-Traded Fund III,57.37,1.0928,1.9198,06/14/2019,06/28/2019,
RFEU,First Trust Exchange-Traded Fund III,56.45,4.9152,8.7329,06/14/2019,06/28/2019,
RFIL,RF Industries Ltd.,7.62,0.08,1.0667,06/27/2019,07/15/2019,
RGCO,RGC Resources Inc.,28.38,0.66,2.3207,07/12/2019,08/01/2019,
RGLD,Royal Gold Inc.,133.38,1.06,0.7992,07/03/2019,07/19/2019,
RICK,RCI Hospitality Holdings Inc.,17.8,0.12,0.6936,06/07/2019,06/25/2019,
RILY,B. Riley Financial Inc.,21.16,0.7,9.5648,08/14/2019,08/29/2019,
RING,iShares Inc.,24.02,0.289168,1.214,06/17/2019,06/21/2019,
RIVE,Riverview Financial Corporation,9.966,0.4,4,06/13/2019,06/28/2019,
RMCF,Rocky Mountain Chocolate Factory Inc.,9.32,0.48,5.178,06/03/2019,06/14/2019,
RMR,The RMR Group Inc.,46.59,1.4,3.0036,07/26/2019,08/15/2019,
RNDM,First Trust Exchange-Traded Fund VI,49.1786,1.6,3.2653,06/14/2019,06/28/2019,
RNDV,First Trust Exchange-Traded Fund VI,21.36,0.646,3.0357,06/14/2019,06/28/2019,
RNEM,First Trust Exchange-Traded Fund VI,49.244,0.8,1.6427,06/14/2019,06/28/2019,
RNLC,First Trust Exchange-Traded Fund VI,22.6826,0.3688,1.6326,06/14/2019,06/28/2019,
RNMC,First Trust Exchange-Traded Fund VI,21.4013,0.432,2.0253,06/14/2019,06/28/2019,
RNSC,First Trust Exchange-Traded Fund VI,19.96,0.3948,1.9789,06/14/2019,06/28/2019,
RNST,Renasant Corporation,32.79,0.88,2.6854,06/13/2019,06/28/2019,
ROBT,First Trust Exchange-Traded Fund VI,31.61,0.36,1.1476,06/14/2019,06/28/2019,
ROIC,Retail Opportunity Investments Corp.,17.51,0.788,4.5183,06/12/2019,06/27/2019,
ROST,Ross Stores Inc.,106.01,1.02,0.9523,06/10/2019,06/28/2019,
RRR,Red Rock Resorts Inc.,20.85,0.4,1.8527,06/13/2019,06/28/2019,
RUSHA,Rush Enterprises Inc.,36.11,0.52,1.455,08/08/2019,09/10/2019,
RUSHB,Rush Enterprises Inc.,37.18,0.52,1.415,08/08/2019,09/10/2019,
RUTH,Ruth's Hospitality Group Inc.,19.45,0.52,2.6316,08/21/2019,09/05/2019,
RVSB,Riverview Bancorp Inc,7.05,0.18,2.5424,07/11/2019,07/23/2019,
SABR,Sabre Corporation,23.64,0.56,2.3779,06/20/2019,06/28/2019,
SAFM,Sanderson Farms Inc.,149.62,1.28,0.8665,07/29/2019,08/13/2019,
SAFT,Safety Insurance Group Inc.,96.44,3.6,3.6878,08/30/2019,09/13/2019,
SAL,Salisbury Bancorp Inc.,38.5,1.12,3.027,08/15/2019,08/30/2019,
SALM,Salem Media Group Inc.,1.47,0.26,17.6871,06/13/2019,06/28/2019,
SAMG,Silvercrest Asset Management Group Inc.,13.07,0.6,4.7096,06/13/2019,06/21/2019,
SASR,Sandy Spring Bancorp Inc.,33.48,1.2,3.5714,08/13/2019,08/21/2019,
SBAC,SBA Communications Corporation,262.43,1.48,0.5638,08/27/2019,09/25/2019,
SBBX,SB One Bancorp,22.32,0.34,1.5247,08/12/2019,08/27/2019,
SBFG,SB Financial Group Inc.,16.18,0.36,2.2458,08/08/2019,08/23/2019,
SBGI,Sinclair Broadcast Group Inc.,44.57,0.8,1.8079,08/29/2019,09/16/2019,
SBNY,Signature Bank,116.65,2.24,1.9384,07/31/2019,08/15/2019,
SBRA,Sabra Health Care REIT Inc.,21.62,1.8,8.3064,08/19/2019,08/30/2019,
SBSI,Southside Bancshares Inc.,32.93,1.24,3.7553,08/21/2019,09/05/2019,
SBT,Sterling Bancorp Inc.,9.33,0.04,0.4264,08/22/2019,08/30/2019,
SBUX,Starbucks Corporation,96.56,1.44,1.4739,08/07/2019,08/23/2019,
SCHL,Scholastic Corporation,35.07,0.6,1.7172,08/29/2019,09/16/2019,
SCHN,Schnitzer Steel Industries Inc.,22.14,0.75,3.3274,08/12/2019,08/27/2019,
SCVL,Shoe Carnival Inc.,30.74,0.34,1.1039,07/05/2019,07/22/2019,
SCZ,iShares Trust,55.59,1.864888,3.376,06/17/2019,06/21/2019,
SDG,iShares Trust,57.18,1.090468,1.9108,06/17/2019,06/21/2019,
SDVY,First Trust Exchange-Traded Fund VI,19.4199,0.506,2.6177,06/14/2019,06/28/2019,
SEIC,SEI Investments Company,57.51,0.66,1.1528,06/11/2019,06/20/2019,
SELF,Global Self Storage Inc.,4.39,0.26,5.8036,06/14/2019,06/28/2019,
SFBC,Sound Financial Bancorp Inc.,35.3,0.56,1.5875,08/07/2019,08/22/2019,
SFBS,ServisFirst Bancshares Inc.,30.4,0.6,1.9595,06/28/2019,07/12/2019,
SFNC,Simmons First National Corporation,24,0.64,2.6622,06/14/2019,07/05/2019,
SGA,Saga Communications Inc.,28.54,1.2,4.1209,06/13/2019,07/05/2019,
SGC,Superior Group of Companies Inc.,14.18,0.4,2.7778,08/13/2019,08/28/2019,
SHBI,Shore Bancshares Inc,15.36,0.4,2.5856,08/15/2019,08/30/2019,
SHOO,Steven Madden Ltd.,33.22,0.56,1.6873,06/17/2019,06/28/2019,
SHV,iShares Trust,110.66,2.520156,2.2772,08/01/2019,08/07/2019,
SHY,iShares Trust,85.08,1.800276,2.1167,08/01/2019,08/07/2019,
SIGI,Selective Insurance Group Inc.,79.63,0.8,1.0044,08/14/2019,09/03/2019,
SIRI,Sirius XM Holdings Inc.,6.17,0.0484,0.7794,08/08/2019,08/30/2019,
SKIS,Peak Resorts Inc.,10.98,0.28,2.5501,07/24/2019,08/09/2019,
SKOR,FlexShares Trust,52.7,1.651116,3.136,08/01/2019,08/07/2019,
SKYW,SkyWest Inc.,57.26,0.48,0.8403,06/27/2019,07/05/2019,
SKYY,First Trust Exchange-Traded Fund II,57.7064,0.4448,0.7692,06/14/2019,06/28/2019,
SLGN,Silgan Holdings Inc.,29.76,0.44,1.4726,08/30/2019,09/17/2019,
SLIM,Janus Detroit Street Trust,34.6593,0.284968,0.8222,06/28/2019,07/05/2019,
SLM,SLM Corporation,8.44,0.12,1.4168,06/06/2019,06/17/2019,
SLP,Simulations Plus Inc.,36.11,0.24,0.6606,07/24/2019,08/01/2019,
SLQD,iShares Trust,51.24,1.453332,2.8374,08/01/2019,08/07/2019,
SLRC,Solar Capital Ltd.,20.46,1.64,8.0196,06/19/2019,07/02/2019,
SLVO,Credit Suisse AG,7.3899,0.606,8.2561,08/20/2019,08/27/2019,
SMBC,Southern Missouri Bancorp Inc.,33.4,0.6,1.7683,08/14/2019,08/30/2019,
SMMF,Summit Financial Group Inc.,24.63,0.6,2.4125,06/13/2019,06/28/2019,
SNH,Senior Housing Properties Trust,8.49,0.6,7.1514,07/26/2019,08/15/2019,
SNLN,Highland Funds I,17.42,1.000572,5.7471,08/15/2019,08/30/2019,
SNSR,Global X Funds,19.39,0.161348,0.8356,06/27/2019,07/08/2019,
SOHO,Sotherly Hotels Inc.,6.795,0.52,7.6358,06/13/2019,07/11/2019,
SONA,Southern National Bancorp of Virginia Inc.,14.62,0.36,2.4624,08/09/2019,08/23/2019,
SOXX,iShares Trust,204.73,3.029292,1.4866,06/17/2019,06/21/2019,
SPAR,Spartan Motors Inc.,12.61,0.1,0.7943,05/16/2019,06/17/2019,
SPFI,South Plains Financial Inc.,16.36,0.12,0.7147,07/23/2019,08/07/2019,
SPKE,Spark Energy Inc.,9.46,0.725,7.6155,08/29/2019,09/16/2019,
SPOK,Spok Holdings Inc.,11.75,0.5,4.3516,08/15/2019,09/10/2019,
SPTN,SpartanNash Company,10.77,0.76,6.928,06/13/2019,06/28/2019,
SQLV,Legg Mason ETF Investment Trust,24.2,0.42,1.7355,06/17/2019,06/20/2019,
SQQQ,ProShares Trust,33.69,0.976568,2.9186,06/25/2019,07/02/2019,
SRCE,1st Source Corporation,44.37,1.08,2.4407,08/02/2019,08/15/2019,
SRET,Global X Funds,14.4,1.1976,8.3515,08/05/2019,08/13/2019,
SSB,South State Corporation,73.58,1.72,2.3177,08/08/2019,08/16/2019,
SSBI,Summit State Bank,11.85,0.48,4.0506,08/15/2019,08/23/2019,
SSFN,Stewardship Financial Corp,15.52,0.12,0.7727,07/31/2019,08/15/2019,
SSNC,SS&C Technologies Holdings Inc.,46.61,0.4,0.8654,08/30/2019,09/17/2019,
SSP,E.W. Scripps Company (The),12.36,0.2,1.6129,06/13/2019,06/25/2019,
STAF,Staffing 360 Solutions Inc.,1.35,0.04,3.0769,08/21/2019,09/06/2019,
STBA,S&T Bancorp Inc.,34.22,1.08,3.1386,07/31/2019,08/15/2019,
STFC,State Auto Financial Corporation,31.97,0.4,1.2551,06/17/2019,06/28/2019,
STLD,Steel Dynamics Inc.,27,0.96,3.5648,06/27/2019,07/12/2019,
STND,Standard AVB Financial Corp.,27,0.884,3.2753,08/02/2019,08/19/2019,
STRA,Strategic Education Inc.,169.23,2,1.1711,08/30/2019,09/16/2019,
STRT,STRATTEC SECURITY CORPORATION,18.7081,0.56,2.9677,06/13/2019,06/28/2019,
SUNS,Solar Senior Capital Ltd.,16.92,1.41,8.2795,08/21/2019,08/30/2019,
SUSB,iShares Trust,25.52,0.730116,2.8598,08/01/2019,08/07/2019,
SUSC,iShares Trust,26.55,0.803808,3.0193,08/01/2019,08/07/2019,
SUSL,iShares Trust,50.741,0.482928,0.9506,06/17/2019,06/21/2019,
SVBI,Severn Bancorp Inc,7.9928,0.12,1.519,06/05/2019,06/17/2019,
SWKS,Skyworks Solutions Inc.,75.27,1.76,2.3482,08/26/2019,09/17/2019,
SYBT,Stock Yards Bancorp Inc.,36.3,1.04,2.8556,06/14/2019,07/01/2019,
SYMC,Symantec Corporation,23.25,0.3,1.2925,08/23/2019,09/18/2019,
TACT,TransAct Technologies Incorporated,11.83,0.36,3.0796,08/19/2019,09/16/2019,
TAIT,Taitron Components Incorporated,2.77,0.12,4.3956,08/14/2019,08/30/2019,
TBNK,Territorial Bancorp Inc.,27.35,0.88,3.2035,08/07/2019,08/22/2019,
TCBK,TriCo Bancshares,35.36,0.76,2.1622,06/13/2019,06/28/2019,
TCF,TCF Financial Corporation,38.56,1.4,3.6755,08/14/2019,09/03/2019,
TCFC,The Community Financial Corporation,31.43,0.5,1.6,07/05/2019,07/22/2019,
TCPC,BlackRock TCP Capital Corp.,13.45,1.44,10.7063,06/13/2019,06/28/2019,
TCRD,THL Credit Inc.,6.67,0.84,12.6126,06/13/2019,06/28/2019,
TDIV,First Trust Exchange-Traded Fund VI,38.7,0.9124,2.3674,06/14/2019,06/28/2019,
TECH,Bio-Techne Corp,191.57,1.28,0.6645,08/15/2019,08/30/2019,
TER,Teradyne Inc.,52.97,0.36,0.6838,05/28/2019,06/21/2019,
TERP,TerraForm Power Inc.,16.96,0.8056,4.7084,08/30/2019,09/17/2019,
TESS,TESSCO Technologies Incorporated,14.78,0.8,5.2701,08/06/2019,08/21/2019,
TFSL,TFS Financial Corporation,17.51,1.08,6.0811,08/30/2019,09/17/2019,
THFF,First Financial Corporation Indiana,40.6,1.04,2.5428,06/14/2019,07/02/2019,
TILE,Interface Inc.,11.05,0.26,2.3679,08/08/2019,08/23/2019,
TIPT,Tiptree Inc.,6.94,0.16,2.3426,08/16/2019,08/26/2019,
TIVO,TiVo Corporation,7.53,0.32,4.1885,06/04/2019,06/19/2019,
TLT,iShares Trust,147.28,3.167412,2.1512,08/01/2019,08/07/2019,
TOWN,Towne Bank,26.27,0.72,2.7262,06/27/2019,07/10/2019,
TRCB,Two River Bancorp,18.91,0.28,1.4714,08/08/2019,08/30/2019,
TRMK,Trustmark Corporation,32.68,0.92,2.7921,08/29/2019,09/15/2019,
TRMT,Tremont Mortgage Trust,4.31,0.88,20.4176,07/26/2019,08/15/2019,
TROW,T. Rowe Price Group Inc.,110.62,3.04,2.7639,06/13/2019,06/28/2019,
TRST,TrustCo Bank Corp NY,7.67,0.2725,3.5528,06/06/2019,07/01/2019,
TSBK,Timberland Bancorp Inc.,25.57,0.6,2.3715,08/14/2019,08/29/2019,
TSCO,Tractor Supply Company,101.88,1.4,1.3446,08/23/2019,09/10/2019,
TTEK,Tetra Tech Inc.,81.12,0.6,0.7434,08/13/2019,08/30/2019,
TTS,Tile Shop Hldgs Inc.,2.69,0.2,7.3801,07/26/2019,08/09/2019,
