Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
FEM,First Trust Exchange-Traded AlphDEX Fund II,22.88,1.3088,5.786,06/14/2019,06/28/2019,
FEMB,First Trust Exchange-Traded Fund III,38.25,2.2776,5.9359,07/23/2019,07/31/2019,
FEMS,First Trust Exchange-Traded AlphDEX Fund II,34.08,1.5144,4.4673,06/14/2019,06/28/2019,
FEP,First Trust Exchange-Traded AlphDEX Fund II,32.68,1.9524,6.039,06/14/2019,06/28/2019,
FEUZ,First Trust Exchange-Traded AlphDEX Fund II,35.6283,2.102,5.8979,06/14/2019,06/28/2019,
FEX,First Trust Exchange-Traded AlphaDEX Fund,59.14,0.7516,1.2916,06/14/2019,06/28/2019,
FFBC,First Financial Bancorp.,23.96,0.88,3.7849,05/31/2019,06/17/2019,
FFIC,Flushing Financial Corporation,19.86,0.84,4.3933,06/13/2019,06/28/2019,
FFIN,First Financial Bankshares Inc.,31.15,0.48,1.581,06/14/2019,07/01/2019,
FFNW,First Financial Northwest Inc.,13.78,0.36,2.6529,06/06/2019,06/21/2019,
FFWM,First Foundation Inc.,14.55,0.2,1.4225,05/31/2019,06/17/2019,
FGBI,First Guaranty Bancshares Inc.,20.2,0.64,3.2,06/20/2019,06/28/2019,
FGM,First Trust Exchange-Traded AlphDEX Fund II,37.83,3.2,8.5906,06/14/2019,06/28/2019,
FHB,First Hawaiian Inc.,25.22,1.04,4.2105,05/24/2019,06/07/2019,
FHK,First Trust Exchange-Traded AlphDEX Fund II,31.65,2.0072,6.4895,06/14/2019,06/28/2019,
FIBK,First Interstate BancSystem Inc.,38.54,1.24,3.2883,08/07/2019,08/21/2019,
FID,First Trust Exchange-Traded Fund VI,16.1735,0.9136,5.7029,06/14/2019,06/28/2019,
FISI,Financial Institutions Inc.,29.61,1,3.4746,06/13/2019,07/02/2019,
FITB,Fifth Third Bancorp,25.67,0.96,3.8065,06/27/2019,07/15/2019,
FIXD,First Trust Exchange-Traded Fund VIII,52.94,1.44,2.7185,07/23/2019,07/31/2019,
FJP,First Trust Exchange-Traded AlphDEX Fund II,45.4675,1.76,3.9085,06/14/2019,06/28/2019,
FKU,First Trust Exchange-Traded AlphDEX Fund II,33.09,1.4152,4.3199,06/14/2019,06/28/2019,
FLIC,The First of Long Island Corporation,21.58,0.68,3.2258,07/11/2019,07/22/2019,
FLIR,FLIR Systems Inc.,46.98,0.68,1.4731,05/23/2019,06/07/2019,
FLMN,Falcon Minerals Corporation,6.3,0.7,11.6473,05/16/2019,05/29/2019,
FLN,First Trust Exchange-Traded AlphDEX Fund II,19.76,1.1948,6.1115,06/14/2019,06/28/2019,
FLXS,Flexsteel Industries Inc.,15.62,0.88,5.3856,06/13/2019,07/01/2019,
FMAO,Farmers & Merchants Bancorp Inc.,25.21,0.6,2.4,06/14/2019,07/20/2019,
FMB,First Trust Exchange-Traded Fund III,56.12,1.41,2.5089,07/23/2019,07/31/2019,
FMBH,First Mid Bancshares Inc.,32.27,0.72,2.2785,05/31/2019,06/10/2019,
FMBI,First Midwest Bancorp Inc.,19.56,0.56,2.9645,06/27/2019,07/09/2019,
FMHI,First Trust Exchange-Traded Fund III,53.43,1.8,3.3734,07/23/2019,07/31/2019,
FMK,First Trust Exchange-Traded AlphaDEX Fund,35.09,0.4,1.1557,06/14/2019,06/28/2019,
FMNB,Farmers National Banc Corp.,14.1,0.36,2.6163,06/13/2019,06/28/2019,
FNCB,FNCB Bancorp Inc.,7.29,0.2,2.7624,05/31/2019,06/17/2019,
FNHC,FedNat Holding Company,13.46,0.32,2.4353,08/15/2019,09/02/2019,
FNK,First Trust Exchange-Traded AlphaDEX Fund,31.53,0.4,1.3006,06/14/2019,06/28/2019,
FNLC,First Bancorp Inc (ME),25.41,1.2,4.8,07/09/2019,07/31/2019,
FNWB,First Northwest Bancorp,16.21,0.12,0.7458,06/06/2019,06/21/2019,
FNX,First Trust Exchange-Traded AlphaDEX Fund,65.58,0.6,0.9339,06/14/2019,06/28/2019,
FOX,Fox Corporation,33.01,0.46,1.402,05/17/2019,06/03/2019,
FOXA,Fox Corporation,32.99,0.46,1.4046,05/17/2019,06/03/2019,
FPA,First Trust Exchange-Traded AlphDEX Fund II,26.5142,1.04,4.002,06/14/2019,06/28/2019,
FPXE,First Trust Exchange-Traded Fund II,20.05,1.0264,5.1656,06/14/2019,06/28/2019,
FPXI,First Trust Exchange-Traded Fund II,37.19,0.7408,2.0237,06/14/2019,06/28/2019,
FRAF,Franklin Financial Services Corporation,34.7,1.2,3.4582,08/01/2019,08/28/2019,
FRBA,First Bank,10.67,0.12,1.165,08/08/2019,08/23/2019,
FRME,First Merchants Corporation,36.55,1.04,2.9246,05/17/2019,06/21/2019,
FSBW,FS Bancorp Inc.,49.13,0.6,1.231,08/07/2019,08/22/2019,
FSFG,First Savings Financial Group Inc.,61.29,0.64,1.0449,06/13/2019,06/28/2019,
FSV,FirstService Corporation,102.9,0.6,0.5875,06/27/2019,07/05/2019,
FSZ,First Trust Exchange-Traded AlphDEX Fund II,46.91,3.92,8.4775,06/14/2019,06/28/2019,
FTA,First Trust Exchange-Traded AlphaDEX Fund,48.76,0.64,1.3347,06/14/2019,06/28/2019,
FTAG,First Trust Exchange-Traded Fund II,21.58,0.8,3.7071,06/14/2019,06/28/2019,
FTC,First Trust Exchange-Traded AlphaDEX Fund,70.29,0.2,0.2884,06/14/2019,06/28/2019,
FTCS,First Trust Exchange-Traded Fund,55.96,0.6216,1.1259,06/14/2019,06/28/2019,
FTHI,First Trust Exchange-Traded Fund VI,22.06,0.96,4.4138,07/23/2019,07/31/2019,
FTLB,First Trust Exchange-Traded Fund VI,21.94,0.66,3.0303,07/23/2019,07/31/2019,
FTRI,First Trust Exchange-Traded Fund II,10.8,0.642,5.9444,06/14/2019,06/28/2019,
FTSL,First Trust Exchange-Traded Fund IV,47.08,2.196,4.6699,07/23/2019,07/31/2019,
FTSM,First Trust Exchange-Traded Fund IV,60.15,1.5,2.4942,07/31/2019,08/05/2019,
FTXD,First Trust Exchange-Traded Fund VI,21.93,0.4016,1.849,06/14/2019,06/28/2019,
FTXG,First Trust Exchange-Traded Fund VI,20.79,0.334,1.6229,06/14/2019,06/28/2019,
FTXH,First Trust Exchange-Traded Fund VI,20.1751,0.158,0.7932,06/14/2019,06/28/2019,
FTXL,First Trust Exchange-Traded Fund VI,32.626,0.4256,1.321,06/14/2019,06/28/2019,
FTXN,First Trust Exchange-Traded Fund VI,15.25,0.4292,2.8575,06/14/2019,06/28/2019,
FTXO,First Trust Exchange-Traded Fund VI,23.78,0.7624,3.2947,06/14/2019,06/28/2019,
FTXR,First Trust Exchange-Traded Fund VI,22.06,0.062,0.2835,06/14/2019,06/28/2019,
FULT,Fulton Financial Corporation,15.92,0.52,3.3441,06/28/2019,07/15/2019,
FUNC,First United Corporation,21.1,0.36,1.7511,07/16/2019,08/01/2019,
FUSB,First US Bancshares Inc.,9.385,0.08,0.8743,06/06/2019,07/01/2019,
FV,First Trust Exchange-Traded Fund VI,29.57,0.0352,0.1212,06/14/2019,06/28/2019,
FVC,First Trust Exchange-Traded Fund VI,26.41,0.2564,0.9805,06/14/2019,06/28/2019,
FWRD,Forward Air Corporation,60.6,0.72,1.2148,05/23/2019,06/07/2019,
FXNC,First National Corporation,18.88,0.36,1.9438,05/30/2019,06/14/2019,
FYT,First Trust Exchange-Traded AlphaDEX Fund,32.03,0.4,1.2849,06/14/2019,06/28/2019,
FYX,First Trust Exchange-Traded AlphaDEX Fund,57.98,0.7648,1.3476,06/14/2019,06/28/2019,
GABC,German American Bancorp Inc.,30.81,0.68,2.2502,08/08/2019,08/20/2019,
GARS,Garrison Capital Inc.,7.05,0.92,13.1994,06/06/2019,06/21/2019,
GBCI,Glacier Bancorp Inc.,39.88,1.08,2.7685,07/08/2019,07/18/2019,
GBDC,Golub Capital BDC Inc.,18.34,1.28,6.9603,08/16/2019,09/27/2019,
GBLI,Global Indemnity Limited,27.46,1,3.7023,06/20/2019,06/28/2019,
GCBC,Greene County Bancorp Inc.,27.18,0.44,1.6598,08/14/2019,08/30/2019,
GECC,Great Elm Capital Corp.,8.2,0.996,12.3573,07/30/2019,08/15/2019,
GENY,Principal Exchange-Traded Funds,37.3103,0.0792,0.2149,07/01/2019,07/05/2019,
GFED,Guaranty Federal Bancshares Inc.,23.65,0.52,2.2034,07/05/2019,07/18/2019,
GILD,Gilead Sciences Inc.,63.14,2.52,4.0083,06/13/2019,06/27/2019,
GLAD,Gladstone Capital Corporation,9.4,0.84,9.0909,07/19/2019,07/31/2019,
GLBZ,Glen Burnie Bancorp,10.5116,0.4,3.8059,07/19/2019,08/02/2019,
GLDI,Credit Suisse AG,9.3,0.4248,4.5628,06/19/2019,06/25/2019,
GLNG,Golar LNG Limited,13.01,0.6,4.7544,06/12/2019,07/03/2019,
GLPI,Gaming and Leisure Properties Inc.,37.46,2.72,7.3394,06/13/2019,06/28/2019,
GMLP,Golar LNG Partners LP,9.76,1.6168,17.1817,08/06/2019,08/14/2019,
GNMA,iShares Trust,50.28,1.43424,2.848,08/01/2019,08/07/2019,
GNTX,Gentex Corporation,26.43,0.46,1.7733,07/09/2019,07/24/2019,
GNTY,Guaranty Bancshares Inc.,30.45,0.68,2.2614,06/26/2019,07/10/2019,
GOGL,Golden Ocean Group Limited,5.52,0.1,1.9194,06/05/2019,06/20/2019,
GPP,Green Plains Partners LP,13.39,1.9,14.4487,08/01/2019,08/09/2019,
GPRE,Green Plains Inc.,7.5,0.48,6.7133,05/23/2019,06/14/2019,
GRID,First Trust Exchange-Traded Fund II,47.3786,1.0484,2.2673,06/14/2019,06/28/2019,
GROW,U.S. Global Investors Inc.,1.95,0.03,1.5625,08/09/2019,08/26/2019,
GSBC,Great Southern Bancorp Inc.,56.29,1.28,2.326,06/28/2019,07/16/2019,
GT,The Goodyear Tire & Rubber Company,11.71,0.64,5.7606,07/31/2019,09/03/2019,
GULF,WisdomTree Trust,20.26,1.74,8.5926,06/24/2019,06/28/2019,
GWRS,Global Water Resources Inc.,11.7,0.286332,2.5161,08/14/2019,08/29/2019,
HA,Hawaiian Holdings Inc.,24.72,0.48,2.0185,08/15/2019,08/30/2019,
HAFC,Hanmi Financial Corporation,18.18,0.96,5.3842,08/08/2019,08/30/2019,
HAS,Hasbro Inc.,114.37,2.72,2.4041,07/31/2019,08/15/2019,
HAYN,Haynes International Inc.,29.5,0.88,2.962,05/30/2019,06/14/2019,
HBAN,Huntington Bancshares Incorporated,12.93,0.56,4.5089,06/14/2019,07/01/2019,
HBCP,Home Bancorp Inc.,36.35,0.84,2.381,08/02/2019,08/16/2019,
HBNC,Horizon Bancorp Inc.,16.34,0.48,3,07/03/2019,07/19/2019,
HCAP,Harvest Capital Credit Corporation,9.95,0.96,9.5904,07/17/2019,07/25/2019,
HCSG,Healthcare Services Group Inc.,22.11,0.79,3.6123,05/23/2019,06/28/2019,
HEES,H&E Equipment Services Inc.,25.18,1.1,4.5605,05/24/2019,06/14/2019,
HERD,Pacer Funds,22.9043,0.553426,2.3748,06/26/2019,06/28/2019,
HEWG,iShares Trust,25.285,1.451434,5.8267,07/02/2019,07/09/2019,
HFBL,Home Federal Bancorp Inc. of Louisiana,32.5,0.64,1.8359,07/19/2019,08/05/2019,
HFWA,Heritage Financial Corporation,26.98,0.76,2.8411,08/07/2019,08/22/2019,
HIFS,Hingham Institution for Savings,191.22,1.56,0.8142,07/05/2019,07/17/2019,
HLIO,Helios Technologies Inc.,41.32,0.36,0.8922,07/03/2019,07/20/2019,
HLNE,Hamilton Lane Incorporated,55.51,1.1,1.991,06/13/2019,07/05/2019,
HNDL,Strategy Shares,24.11,1.685604,7.0263,08/13/2019,08/15/2019,
HNNA,Hennessy Advisors Inc.,9.55,0.44,4.6743,05/17/2019,06/11/2019,
HNRG,Hallador Energy Company,4.5,0.16,3.7037,07/30/2019,08/16/2019,
HOFT,Hooker Furniture Corporation,19.01,0.6,3.2556,06/14/2019,06/30/2019,
HOMB,Home BancShares Inc.,18.06,0.52,2.9782,08/13/2019,09/04/2019,
HOPE,Hope Bancorp Inc.,13.6,0.56,4.236,07/25/2019,08/09/2019,
HRZN,Horizon Technology Finance Corporation,11.94,1.2,10.0167,08/16/2019,09/17/2019,
HSII,Heidrick & Struggles International Inc.,27.45,0.6,2.2472,08/08/2019,08/23/2019,
HTBI,HomeTrust Bancshares Inc.,24.87,0.24,0.9642,05/22/2019,06/06/2019,
HTBK,Heritage Commerce Corp,11.46,0.48,4.3011,08/07/2019,08/22/2019,
HTLD,Heartland Express Inc.,19.69,0.08,0.4158,06/20/2019,07/01/2019,
HTLF,Heartland Financial USA Inc.,44.05,0.72,1.6771,08/08/2019,08/30/2019,
HURC,Hurco Companies Inc.,32.5,0.48,1.4769,06/28/2019,07/15/2019,
HWBK,Hawthorn Bancshares Inc.,22.76,0.48,2.1948,06/13/2019,07/01/2019,
HWC,Hancock Whitney Corporation,35.94,1.08,3.1034,06/04/2019,06/14/2019,
HWKN,Hawkins Inc.,45.86,0.92,2.0377,08/15/2019,08/30/2019,
HYLS,First Trust Exchange-Traded Fund IV,47.93,2.58,5.3907,07/23/2019,07/31/2019,
HYND,WisdomTree Trust,18.235,1.14,6.3245,07/23/2019,07/26/2019,
HYXE,iShares Trust,51.31,2.881272,5.6297,08/01/2019,08/07/2019,
HYZD,WisdomTree Trust,23,1.2,5.2265,07/23/2019,07/26/2019,
IBB,iShares Trust,104.97,0.31876,0.3104,06/17/2019,06/21/2019,
IBCP,Independent Bank Corporation,20.01,0.72,3.6961,08/05/2019,08/15/2019,
IBKC,IBERIABANK Corporation,70.04,1.72,2.5062,06/27/2019,07/26/2019,
IBTX,Independent Bank Group Inc,49.99,1,2.0346,08/02/2019,08/15/2019,
ICBK,County Bancorp Inc.,17.35,0.2,1.1614,06/06/2019,06/21/2019,
ICFI,ICF International Inc.,82.65,0.56,0.6903,06/13/2019,07/16/2019,
ICLN,iShares Trust,10.78,0.15626,1.4721,06/17/2019,06/21/2019,
IDCC,InterDigital Inc.,48.78,1.4,2.9307,07/09/2019,07/24/2019,
IDLB,Invesco Exchange-Traded Fund Trust II,26.7,1.40488,5.3296,06/24/2019,06/28/2019,
IEF,iShares Trust,113.61,2.322504,2.0389,08/01/2019,08/07/2019,
IEI,iShares Trust,127.63,2.628444,2.0586,08/01/2019,08/07/2019,
IEUS,iShares Trust,46.48,3.349924,7.3031,06/17/2019,06/21/2019,
IFEU,iShares Trust,35.51,2.617852,7.4519,06/17/2019,06/21/2019,
IFGL,iShares Trust,29.2842,1.391364,4.8144,06/17/2019,06/21/2019,
IFV,First Trust Exchange-Traded Fund VI,18.55,0.84,4.5902,06/14/2019,06/28/2019,
IGF,iShares Trust,44.86,1.57376,3.5445,06/17/2019,06/21/2019,
IGIB,iShares Trust,57.95,2.017668,3.4826,08/01/2019,08/07/2019,
IGSB,iShares Trust,53.63,1.609248,2.9995,08/01/2019,08/07/2019,
IIIN,Insteel Industries Inc.,18.67,0.12,0.6749,06/13/2019,06/28/2019,
IJT,iShares Trust,177.89,1.643904,0.9436,06/17/2019,06/21/2019,
ILPT,Industrial Logistics Properties Trust,21.26,1.32,6.2827,07/26/2019,08/15/2019,
IMKTA,Ingles Markets Incorporated,35.29,0.66,1.9406,07/10/2019,07/18/2019,
INBK,First Internet Bancorp,19.24,0.24,1.3065,06/27/2019,07/15/2019,
INDB,Independent Bank Corp.,69,1.76,2.5982,06/28/2019,07/12/2019,
INDY,iShares Trust,35,0.45011,1.2979,06/17/2019,06/21/2019,
INFR,Legg Mason ETF Investment Trust,30.54,1.6,5.3138,07/09/2019,07/12/2019,
INTC,Intel Corporation,46.5,1.26,2.7571,08/06/2019,09/01/2019,
INTU,Intuit Inc.,270.96,1.88,0.7003,07/09/2019,07/18/2019,
IOSP,Innospec Inc.,85,1,1.1839,05/20/2019,05/30/2019,
IPAR,Inter Parfums Inc.,65.93,1.1,1.6689,06/27/2019,07/15/2019,
IPHS,Innophos Holdings Inc.,26.49,1.92,7.3761,05/16/2019,06/07/2019,
IPKW,Invesco Exchange-Traded Fund Trust II,29.23,1.09672,3.8107,06/24/2019,06/28/2019,
ISBC,Investors Bancorp Inc.,11.04,0.44,4.0816,08/08/2019,08/23/2019,
ISCA,International Speedway Corporation,45.1,0.49,1.0889,05/30/2019,06/28/2019,
ISDS,Invesco Exchange-Traded Self-Indexed Fund Trust,21.55,0.39044,1.8118,06/24/2019,06/28/2019,
ISDX,Invesco Exchange-Traded Self-Indexed Fund Trust,23.51,0.60368,2.5954,06/24/2019,06/28/2019,
ISEM,Invesco Exchange-Traded Self-Indexed Fund Trust,23.82,0.93812,3.9896,06/24/2019,06/28/2019,
ISTB,iShares Trust,50.56,1.405164,2.7803,08/01/2019,08/07/2019,
ISTR,Investar Holding Corporation,23.25,0.2204,0.9692,07/05/2019,07/31/2019,
ITIC,Investors Title Company,140.09,1.6,1.1304,06/13/2019,06/28/2019,
IUS,Invesco Exchange-Traded Self-Indexed Fund Trust,24.6,0.49332,2.0444,06/24/2019,06/28/2019,
IUSB,iShares Trust,52.54,1.598148,3.0383,08/01/2019,08/07/2019,
IUSG,iShares Trust,62.09,1.063264,1.7337,06/17/2019,06/21/2019,
IUSS,Invesco Exchange-Traded Self-Indexed Fund Trust,22.27,0.278,1.2741,06/24/2019,06/28/2019,
IUSV,iShares Trust,55.28,1.343824,2.4739,06/17/2019,06/21/2019,
IVFVC,Ivy NextShares,99.89,0.8,0.8009,06/13/2019,06/17/2019,
IXUS,iShares Trust,55.42,1.874166,3.4275,06/17/2019,06/21/2019,
JACK,Jack In The Box Inc.,87.55,1.6,1.8049,08/16/2019,09/10/2019,
JBHT,J.B. Hunt Transport Services Inc.,98.02,1.04,1.0906,08/01/2019,08/16/2019,
JCS,Communications Systems Inc.,4.4,0.08,1.8561,06/13/2019,07/01/2019,
JJSF,J & J Snack Foods Corp.,193.51,2,1.0406,06/11/2019,07/03/2019,
JKHY,Jack Henry & Associates Inc.,141.92,1.6,1.1272,05/22/2019,06/07/2019,
JKI,iShares Trust,152.1354,3.941596,2.6333,06/17/2019,06/21/2019,
JOUT,Johnson Outdoors Inc.,57.9,0.56,0.9702,07/10/2019,07/25/2019,
JRSH,Jerash Holdings (US) Inc.,7.5,0.2,2.7397,08/08/2019,08/19/2019,
JRVR,James River Group Holdings Ltd.,50.1,1.2,2.4505,06/07/2019,06/28/2019,
JSMD,Janus Detroit Street Trust,43.55,0.167464,0.3933,06/28/2019,07/05/2019,
JSML,Janus Detroit Street Trust,41.4826,0.164908,0.4049,06/28/2019,07/05/2019,
KALU,Kaiser Aluminum Corporation,90.975,2.4,2.6909,07/24/2019,08/15/2019,
KBAL,Kimball International Inc.,17.58,0.32,1.8615,06/24/2019,07/15/2019,
KBWB,Invesco Exchange-Traded Fund Trust II,47.33,1.24764,2.7017,06/24/2019,06/28/2019,
KBWD,Invesco Exchange-Traded Fund Trust II,20.39,1.90368,9.4947,07/22/2019,07/31/2019,
KBWP,Invesco Exchange-Traded Fund Trust II,71.79,1.7134,2.4132,06/24/2019,06/28/2019,
KBWR,Invesco Exchange-Traded Fund Trust II,47.59,1.26184,2.7259,06/24/2019,06/28/2019,
KBWY,Invesco Exchange-Traded Fund Trust II,29.3093,1.78476,6.2122,07/22/2019,07/31/2019,
KELYA,Kelly Services Inc.,27.53,0.3,1.1058,05/20/2019,06/05/2019,
KELYB,Kelly Services Inc.,28,0.3,1.0714,05/20/2019,06/05/2019,
KEQU,Kewaunee Scientific Corporation,15.92,0.76,4.8749,06/06/2019,06/21/2019,
KFFB,Kentucky First Federal Bancorp,7.6822,0.4,5.2236,07/30/2019,08/12/2019,
KFRC,Kforce Inc.,33.49,0.72,2.2052,06/06/2019,06/21/2019,
KHC,The Kraft Heinz Company,25.41,1.6,6.3847,05/30/2019,06/14/2019,
KINS,Kingstone Companies Inc,8.05,0.4,5.0826,05/30/2019,06/14/2019,
KLAC,KLA Corporation ,136.12,3,2.272,08/14/2019,09/03/2019,
KLIC,Kulicke and Soffa Industries Inc.,20.56,0.48,2.3881,06/27/2019,07/15/2019,
KNSL,Kinsale Capital Group Inc.,95.96,0.32,0.3422,05/31/2019,06/13/2019,
KRMA,Global X Funds,21.28,0.335716,1.6069,06/27/2019,07/08/2019,
KRNY,Kearny Financial,12.8,0.24,1.9139,05/28/2019,06/12/2019,
LAMR,Lamar Advertising Company,75.46,3.84,5.1282,06/13/2019,06/28/2019,
LANC,Lancaster Colony Corporation,156.4,2.6,1.6793,06/06/2019,06/28/2019,
LAND,Gladstone Land Corporation,11.64,0.5346,4.6406,07/19/2019,07/31/2019,
LARK,Landmark Bancorp Inc.,22.82,0.8,3.5057,08/06/2019,08/21/2019,
LBAI,Lakeland Bancorp Inc.,15.12,0.5,3.3715,08/02/2019,08/15/2019,
LBC,Luther Burbank Corporation,10.77,0.23,2.2549,08/07/2019,08/19/2019,
LCNB,LCNB Corporation,17.45,0.68,4.0261,05/31/2019,06/17/2019,
LCUT,Lifetime Brands Inc.,7.59,0.17,2.2487,07/31/2019,08/15/2019,
LDRI,Invesco Exchange-Traded Fund Trust II,25.25,0.65964,2.6124,07/22/2019,07/31/2019,
LDSF,First Trust Exchange-Traded Fund VIII,20.5457,0.5928,2.8875,07/23/2019,07/31/2019,
LECO,Lincoln Electric Holdings Inc.,82.32,1.88,2.327,06/27/2019,07/15/2019,
LEGR,First Trust Exchange-Traded Fund VI,28.9569,0.8,2.8219,06/14/2019,06/28/2019,
LEVL,Level One Bancorp Inc.,23.85,0.16,0.6794,06/27/2019,07/15/2019,
LFUS,Littelfuse Inc.,156.73,1.72,1.1364,05/22/2019,06/06/2019,
LKFN,Lakeland Financial Corporation,44.2,1.2,2.807,07/24/2019,08/05/2019,
LKOR,FlexShares Trust,58.05,2.094084,3.608,08/01/2019,08/07/2019,
LMAT,LeMaitre Vascular Inc.,31.52,0.34,1.0968,05/21/2019,06/06/2019,
LMBS,First Trust Exchange-Traded Fund IV,52.03,1.41,2.711,07/23/2019,07/31/2019,
LMNR,Limoneira Co,19.22,0.3,1.6138,07/05/2019,07/18/2019,
LMNX,Luminex Corporation,20.63,0.24,1.1736,06/19/2019,07/11/2019,
LMRK,Landmark Infrastructure Partners LP,16.27,1.47,9.0573,08/01/2019,08/14/2019,
LNGR,Global X Funds,21.3824,0.105752,0.4988,06/27/2019,07/08/2019,
LNT,Alliant Energy Corporation,51.63,1.42,2.7535,07/30/2019,08/15/2019,
LOAN,Manhattan Bridge Capital Inc,6.16,0.48,7.8176,07/09/2019,07/15/2019,
LOB,Live Oak Bancshares Inc.,18.1,0.12,0.681,05/24/2019,06/11/2019,
LOGM,LogMeIn Inc.,68.15,1.3,1.9231,08/06/2019,08/23/2019,
LPLA,LPL Financial Holdings Inc.,71.58,1,1.4152,08/12/2019,08/23/2019,
LRCX,Lam Research Corporation,205.11,4.4,2.2118,06/11/2019,07/10/2019,
LSBK,Lake Shore Bancorp Inc.,14.8,0.48,3.2411,08/02/2019,08/16/2019,
LSTR,Landstar System Inc.,107.4,0.74,0.7077,08/09/2019,08/30/2019,
LTXB,LegacyTexas Financial Group Inc.,40.155,1,2.5394,08/02/2019,08/19/2019,
LVHD,Legg Mason ETF Investment Trust,32.01,0.310204,0.9789,08/08/2019,08/13/2019,
LYTS,LSI Industries Inc.,3.92,0.2,5.1282,05/03/2019,05/14/2019,
MANT,ManTech International Corporation,67.88,1.08,1.6083,06/06/2019,06/21/2019,
MAR,Marriott International,128.82,1.92,1.5154,05/23/2019,06/28/2019,
MATW,Matthews International Corporation,31.04,0.8,2.6438,08/02/2019,08/19/2019,
MBB,iShares Trust,108.13,3.151416,2.9123,08/01/2019,08/07/2019,
MBCN,Middlefield Banc Corp.,46.8,1.12,2.419,05/30/2019,06/14/2019,
MBIN,Merchants Bancorp,15.39,0.28,1.7599,06/13/2019,07/01/2019,
MBSD,FlexShares Trust,23.52,0.564504,2.4006,08/01/2019,08/07/2019,
MBTF,M B T Financial Corp,9.98,0.44,4.5361,08/07/2019,08/15/2019,
MBWM,Mercantile Bank Corporation,32.14,1.04,3.3516,06/06/2019,06/19/2019,
MCBC,Macatawa Bank Corporation,10.1,0.28,2.8254,08/12/2019,08/29/2019,
MCEF,First Trust Exchange-Traded Fund VIII,19.5514,0.57,2.9176,08/13/2019,08/30/2019,
MCHI,iShares Trust,55.37,0.712206,1.3109,06/17/2019,06/21/2019,
MCHP,Microchip Technology Incorporated,88.38,1.462,1.6836,05/20/2019,06/04/2019,
MDIV,First Trust Exchange-Traded Fund VI,18.1,0.7032,3.9175,07/23/2019,07/31/2019,
MDLZ,Mondelez International Inc.,54.54,1.04,1.9338,06/27/2019,07/12/2019,
MDRR,Medalist Diversified REIT Inc.,4.3187,0.7,16.2086,07/11/2019,07/17/2019,
MEOH,Methanex Corporation,32.67,1.44,4.5184,06/13/2019,06/30/2019,
MERC,Mercer International Inc.,11.16,0.55,5.1595,06/21/2019,07/03/2019,
MFNC,Mackinac Financial Corporation,13.95,0.48,3.4188,06/27/2019,07/12/2019,
MFSF,MutualFirst Financial Inc.,31.52,0.8,2.5,06/13/2019,06/28/2019,
MGEE,MGE Energy Inc.,75.46,1.35,1.814,05/30/2019,06/15/2019,
MGPI,MGP Ingredients Inc.,48.01,0.4,0.8349,08/13/2019,08/30/2019,
MGRC,McGrath RentCorp,66.1,1.5,2.307,07/16/2019,07/31/2019,
MILN,Global X Funds,24.59,0.04167,0.1718,06/27/2019,07/08/2019,
MINI,Mobile Mini Inc.,30.145,1.1,3.7543,08/13/2019,08/28/2019,
MKSI,MKS Instruments Inc.,76.57,0.8,1.0861,05/23/2019,06/07/2019,
MKTX,MarketAxess Holdings Inc.,366.21,2.04,0.5587,08/06/2019,08/21/2019,
MLAB,Mesa Laboratories Inc.,220.5,0.64,0.2944,05/30/2019,06/14/2019,
MLHR,Herman Miller Inc.,42.46,0.79,1.9133,05/30/2019,07/15/2019,
MMLP,Martin Midstream Partners L.P.,4.03,1,24.57,08/06/2019,08/14/2019,
MNRO,Monro Inc. ,78.95,0.88,1.0721,05/31/2019,06/17/2019,
MOFG,MidWestOne Financial Group Inc.,30.42,0.81,2.7893,04/26/2019,06/17/2019,
MORN,Morningstar Inc.,155.45,1.12,0.7343,07/03/2019,07/31/2019,
MPB,Mid Penn Bancorp,23.36,0.72,3.1223,08/06/2019,08/26/2019,
MPWR,Monolithic Power Systems Inc.,151.37,1.6,1.1024,06/27/2019,07/15/2019,
MRCC,Monroe Capital Corporation,10.22,1.4,13.5659,06/13/2019,06/28/2019,
MRLN,Marlin Business Services Corp.,22.92,0.56,2.4369,08/09/2019,08/22/2019,
MRTN,Marten Transport Ltd.,19.36,0.12,0.6434,08/23/2019,09/30/2019,
MRVL,Marvell Technology Group Ltd.,24.94,0.24,0.9967,07/11/2019,07/31/2019,
MSBI,Midland States Bancorp Inc.,26.19,0.97,3.8159,08/15/2019,08/23/2019,
MSEX,Middlesex Water Company,60.81,0.96,1.5891,08/14/2019,09/03/2019,
MSFT,Microsoft Corporation,136.13,1.84,1.3764,08/14/2019,09/12/2019,
MSVB,Mid-Southern Bancorp Inc.,12.51,0.08,0.6369,08/15/2019,09/03/2019,
MTEX,Mannatech Incorporated,14.71,0.5,3.3311,06/20/2019,06/28/2019,
MTSC,MTS Systems Corporation,58.85,1.2,2.0562,06/17/2019,07/02/2019,
MVBF,MVB Financial Corp.,16.75,0.16,0.9547,05/30/2019,06/15/2019,
MXIM,Maxim Integrated Products Inc.,54.11,1.84,3.5074,05/29/2019,06/14/2019,
NATH,Nathan's Famous Inc.,64.99,1.4,2.1309,06/21/2019,06/28/2019,
