Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
NATI,National Instruments Corporation,42.81,1,2.3929,08/09/2019,09/03/2019,
NAVI,Navient Corporation,13.13,0.64,5,06/06/2019,06/21/2019,
NBN,Northeast Bank,20.66,0.04,0.1972,08/15/2019,08/30/2019,
NBTB,NBT Bancorp Inc.,36.03,1.04,2.963,05/30/2019,06/14/2019,
NCMI,National CineMedia Inc.,6.69,0.68,10.2874,08/14/2019,08/30/2019,
NDAQ,Nasdaq Inc.,97.53,1.88,1.9385,06/13/2019,06/28/2019,
NDSN,Nordson Corporation,136.84,1.4,1.0584,05/24/2019,06/11/2019,
NEWT,Newtek Business Services Corp.,21.33,1.84,8.8038,06/13/2019,06/28/2019,
NFBK,Northfield Bancorp Inc.,15.52,0.44,2.8928,08/06/2019,08/21/2019,
NFTY,First Trust Exchange-Traded AlphDEX Fund II,32.5,0.1916,0.5924,06/14/2019,06/28/2019,
NGHC,National General Holdings Corp,23.9,0.16,0.6814,06/28/2019,07/15/2019,
NKSH,National Bankshares Inc.,34.1,1.34,3.9575,05/24/2019,06/03/2019,
NMRK,Newmark Group Inc.,8.74,0.4,4.6566,05/24/2019,06/12/2019,
NNBR,NN Inc.,6.06,0.28,4.7059,06/20/2019,06/28/2019,
NRC,National Research Corporation,64.89,0.76,1.1871,06/27/2019,07/15/2019,
NRIM,Northrim BanCorp Inc,36.5,1.2,3.3604,06/05/2019,06/14/2019,
NSEC,National Security Group Inc.,11.4444,0.2,1.7476,08/09/2019,08/30/2019,
NTAP,NetApp Inc.,46.76,1.92,4.1317,07/03/2019,07/24/2019,
NTIC,Northern Technologies International Corporation,11.4,0.24,2.1779,08/06/2019,08/21/2019,
NTRS,Northern Trust Corporation,87,2.4,2.8073,06/13/2019,07/01/2019,
NVDA,NVIDIA Corporation,159.56,0.64,0.4302,05/30/2019,06/21/2019,
NVEC,NVE Corporation,68.64,4,6.0196,07/26/2019,08/30/2019,
NWBI,Northwest Bancshares Inc.,16.61,0.72,4.3876,07/31/2019,08/15/2019,
NWFL,Norwood Financial Corp.,32.71,0.96,2.986,07/12/2019,08/01/2019,
NWL,Newell Brands Inc.,15.84,0.92,5.8487,05/30/2019,06/14/2019,
NXPI,NXP Semiconductors N.V.,103.56,1,1.0023,06/13/2019,07/05/2019,
NXST,Nexstar Media Group Inc.,94.02,1.8,1.9728,08/08/2019,08/23/2019,
NXTG,First Trust Exchange-Traded Fund II,48.7266,0.0396,0.0829,06/14/2019,06/28/2019,
NYMT,New York Mortgage Trust Inc.,6.24,0.8,12.987,06/21/2019,07/25/2019,
OBNK,Origin Bancorp Inc.,32.41,0.37,1.1544,08/15/2019,08/30/2019,
OCCI,OFS Credit Company Inc.,16.5799,2.004,12.1164,07/23/2019,07/31/2019,
OCFC,OceanFirst Financial Corp.,21.19,0.68,3.2505,08/02/2019,08/16/2019,
OCSI,Oaktree Strategic Income Corporation,8.29,0.62,7.497,06/13/2019,06/28/2019,
OCSL,Oaktree Specialty Lending Corporation,5.14,0.38,7.3786,06/13/2019,06/28/2019,
ODFL,Old Dominion Freight Line Inc.,165.69,0.68,0.4192,06/04/2019,06/19/2019,
ODP,Office Depot Inc.,1.44,0.1,7.4074,05/23/2019,06/14/2019,
OFED,Oconee Federal Financial Corp.,23.4027,0.4,1.7335,08/07/2019,08/22/2019,
OFLX,Omega Flex Inc.,79.9,1.12,1.4453,06/21/2019,07/02/2019,
OFS,OFS Capital Corporation,11.25,1.36,12.2192,06/20/2019,06/28/2019,
OKDCC,Eaton Vance NextShares Trust II,100.06,0.672,0.6716,08/01/2019,08/06/2019,
OLBK,Old Line Bancshares Inc.,26.4,0.48,1.8462,06/13/2019,06/28/2019,
OLD,Janus Detroit Street Trust,30.67,0.539512,1.7765,06/28/2019,07/05/2019,
OLED,Universal Display Corporation,210.78,0.4,0.1934,06/13/2019,06/28/2019,
ONB,Old National Bancorp,16.98,0.52,3.1382,05/31/2019,06/17/2019,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,310.35,4,1.3077,06/21/2019,06/26/2019,
OPB,Opus Bank,20.54,0.44,2.1728,08/07/2019,08/22/2019,
OPBK,OP Bancorp,9.35,0.2,2.265,08/08/2019,08/23/2019,
OPI,Office Properties Income Trust,27.97,2.2,8.1724,07/26/2019,08/15/2019,
OPOF,Old Point Financial Corporation,22.92,0.48,2.1239,06/03/2019,06/28/2019,
ORG,Janus Detroit Street Trust,23.64,0.487756,2.0494,06/28/2019,07/05/2019,
ORIT,Oritani Financial Corp.,16.89,1,6.068,08/01/2019,08/16/2019,
ORRF,Orrstown Financial Services Inc,21.67,0.6,2.8289,08/02/2019,08/12/2019,
OSBC,Old Second Bancorp Inc.,12.07,0.04,0.3396,07/25/2019,08/05/2019,
OTEX,Open Text Corporation,38.46,0.6984,1.8432,05/30/2019,06/21/2019,
OTTR,Otter Tail Corporation,51.23,1.4,2.751,08/14/2019,09/10/2019,
OTTW,Ottawa Bancorp Inc.,12.55,0.24,1.9169,05/28/2019,06/12/2019,
OVBC,Ohio Valley Banc Corp.,32.01,0.84,2.4757,07/25/2019,08/10/2019,
OVLY,Oak Valley Bancorp (CA),18.37,0.27,1.4934,07/26/2019,08/09/2019,
OXLC,Oxford Lane Capital Corp.,10.17,1.62,16.2162,07/23/2019,07/31/2019,
OZK,Bank OZK,25.74,0.96,3.8369,07/11/2019,07/19/2019,
PAAS,Pan American Silver Corp.,16.5,0.14,0.824,08/16/2019,08/30/2019,
PACW,PacWest Bancorp,33.61,2.4,7.326,05/17/2019,05/31/2019,
PAHC,Phibro Animal Health Corporation,31.21,0.48,1.5984,06/04/2019,06/26/2019,
PANL,Pangaea Logistics Solutions Ltd.,3.12,0.14,4.6667,05/31/2019,06/11/2019,
PAYX,Paychex Inc.,81.47,2.48,3.0965,07/31/2019,08/22/2019,
PBBI,PB Bancorp Inc.,11.2,0.28,2.4559,07/16/2019,07/31/2019,
PBCT,People's United Financial Inc.,14.5,0.71,5.0071,07/31/2019,08/15/2019,
PBHC,Pathfinder Bancorp Inc.,13.46,0.24,1.8437,07/18/2019,08/09/2019,
PBIP,Prudential Bancorp Inc.,16.54,0.2,1.2384,06/06/2019,06/21/2019,
PCAR,PACCAR Inc.,64.48,1.28,2.0094,08/13/2019,09/04/2019,
PCB,PCB Bancorp,16.38,0.24,1.4861,05/30/2019,06/14/2019,
PCH,PotlatchDeltic Corporation,37.16,1.6,4.3848,06/06/2019,06/28/2019,
PCSB,PCSB Financial Corporation,19.71,0.16,0.8235,08/15/2019,08/30/2019,
PCTI,PC-Tel Inc.,5.7,0.22,4.0441,08/07/2019,08/15/2019,
PDCO,Patterson Companies Inc.,16.83,1.04,6.2462,07/11/2019,07/26/2019,
PDP,Invesco Exchange-Traded Fund Trust,61.73,0.186884,0.3073,06/24/2019,06/28/2019,
PEBK,Peoples Bancorp of North Carolina Inc.,27.43,0.56,2.0942,05/31/2019,06/14/2019,
PEBO,Peoples Bancorp Inc.,31.96,1.36,4.4027,08/02/2019,08/19/2019,
PEGA,Pegasystems Inc.,70.07,0.12,0.1724,06/28/2019,07/15/2019,
PEGI,Pattern Energy Group Inc.,26.37,1.688,6.5758,06/27/2019,07/31/2019,
PEP,PepsiCo Inc.,131.76,3.82,2.9223,06/06/2019,06/28/2019,
PETS,PetMed Express Inc.,16.5,1.08,6.8878,08/01/2019,08/09/2019,
PEY,Invesco Exchange-Traded Fund Trust,17.59,0.71772,4.1415,07/22/2019,07/31/2019,
PFBC,Preferred Bank,50.69,1.2,2.4824,07/05/2019,07/22/2019,
PFBI,Premier Financial Bancorp Inc.,15.4,0.6,3.9604,06/13/2019,06/28/2019,
PFF,iShares Trust,37.25,1.98372,5.3169,08/01/2019,08/07/2019,
PFG,Principal Financial Group Inc,53.29,2.16,4.1395,05/31/2019,06/28/2019,
PFI,Invesco Exchange-Traded Fund Trust,37.49,0.50544,1.3657,06/24/2019,06/28/2019,
PFIN,P & F Industries Inc.,7.2,0.2,2.8329,08/16/2019,08/23/2019,
PFIS,Peoples Financial Services Corp. ,43.7,1.36,3.1257,05/30/2019,06/14/2019,
PFLT,PennantPark Floating Rate Capital Ltd.,11.5,1.14,9.939,08/16/2019,09/03/2019,
PFM,Invesco Exchange-Traded Fund Trust,28.76,0.62404,2.1945,06/24/2019,06/28/2019,
PGC,Peapack-Gladstone Financial Corporation,27.54,0.2,0.7449,08/07/2019,08/22/2019,
PGJ,Invesco Exchange-Traded Fund Trust,35.59,0.20836,0.6041,06/24/2019,06/28/2019,
PHO,Invesco Exchange-Traded Fund Trust,35.94,0.35812,1.0139,06/24/2019,06/28/2019,
PID,Invesco Exchange-Traded Fund Trust,15.39,1.20492,7.9167,06/24/2019,06/28/2019,
PIE,Invesco Exchange-Traded Fund Trust II,17.19,0.27824,1.6415,06/24/2019,06/28/2019,
PIO,Invesco Exchange-Traded Fund Trust II,27.33,0.91676,3.3949,06/24/2019,06/28/2019,
PIZ,Invesco Exchange-Traded Fund Trust II,26.28,0.7518,2.8915,06/24/2019,06/28/2019,
PKBK,Parke Bancorp Inc.,22.07,0.64,3.0274,07/11/2019,07/26/2019,
PKOH,Park-Ohio Holdings Corp.,27.88,0.5,1.8116,08/12/2019,08/27/2019,
PKW,Invesco Exchange-Traded Fund Trust,60.3,1.06504,1.7972,06/24/2019,06/28/2019,
PLAY,Dave & Buster's Entertainment Inc.,39.36,0.6,1.5532,06/24/2019,07/10/2019,
PLBC,Plumas Bancorp,23.4255,0.46,1.9409,04/30/2019,05/15/2019,
PLCE,Children's Place Inc. (The),79.1,2.24,2.877,06/17/2019,06/28/2019,
PLPC,Preformed Line Products Company,48.8,0.8,1.7018,06/28/2019,07/19/2019,
PLW,Invesco Exchange-Traded Fund Trust II,36.11,0.66216,1.8251,07/22/2019,07/31/2019,
PMD,Psychemedics Corporation,7.44,0.72,9.6257,08/05/2019,08/16/2019,
PMOM,Principal Exchange-Traded Funds,27.62,0.432,1.5847,07/01/2019,07/05/2019,
PNBK,Patriot National Bancorp Inc.,14.1201,0.04,0.2759,06/03/2019,06/11/2019,
PNFP,Pinnacle Financial Partners Inc.,53.98,0.64,1.2119,08/01/2019,08/30/2019,
PNNT,PennantPark Investment Corporation,6.39,0.72,11.4286,06/14/2019,07/01/2019,
POOL,Pool Corporation,194.95,2.2,1.1394,08/14/2019,08/29/2019,
POWI,Power Integrations Inc.,86.91,0.68,0.8103,05/30/2019,06/28/2019,
POWL,Powell Industries Inc.,37.89,1.04,2.8063,05/21/2019,06/19/2019,
PPBI,Pacific Premier Bancorp Inc,29.49,0.88,3.103,08/01/2019,08/15/2019,
PPH,VanEck Vectors ETF Trust,56.19,1.124,2.0344,07/01/2019,07/08/2019,
PRFZ,Invesco Exchange-Traded Fund Trust,122.055,2.1094,1.7643,06/24/2019,06/28/2019,
PRGS,Progress Software Corporation,38.22,0.62,1.6277,05/31/2019,06/17/2019,
PRIM,Primoris Services Corporation,19.95,0.24,1.1994,06/27/2019,07/15/2019,
PRN,Invesco Exchange-Traded Fund Trust,67.2729,0.1772,0.2684,06/24/2019,06/28/2019,
PROV,Provident Financial Holdings Inc.,20.83,0.56,2.7518,05/20/2019,06/11/2019,
PSC,Principal Exchange-Traded Funds,29.9166,0.434632,1.4801,07/01/2019,07/05/2019,
PSCC,Invesco Exchange-Traded Fund Trust II,72.27,1.52836,2.1478,06/24/2019,06/28/2019,
PSCD,Invesco Exchange-Traded Fund Trust II,55.97,0.69376,1.2573,06/24/2019,06/28/2019,
PSCF,Invesco Exchange-Traded Fund Trust II,53.19,1.974,3.7787,06/24/2019,06/28/2019,
PSCI,Invesco Exchange-Traded Fund Trust II,63.92,0.41392,0.6643,06/24/2019,06/28/2019,
PSCM,Invesco Exchange-Traded Fund Trust II,41.0807,0.46396,1.1513,06/24/2019,06/28/2019,
PSCT,Invesco Exchange-Traded Fund Trust II,83.53,0.27228,0.3339,06/24/2019,06/28/2019,
PSCU,Invesco Exchange-Traded Fund Trust II,51.71,1.21732,2.4048,06/24/2019,06/28/2019,
PSDO,Presidio Inc.,16.05,0.16,1,06/25/2019,07/05/2019,
PSEC,Prospect Capital Corporation,6.53,0.72,11.2676,07/30/2019,08/22/2019,
PSET,Principal Exchange-Traded Funds,37.42,0.628,1.7042,07/01/2019,07/05/2019,
PSL,Invesco Exchange-Traded Fund Trust,74.73,0.3372,0.4577,06/24/2019,06/28/2019,
PSMT,PriceSmart Inc.,58.1,0.7,1.2381,08/14/2019,08/30/2019,
PTEN,Patterson-UTI Energy Inc.,8.58,0.16,1.889,06/05/2019,06/20/2019,
PTMN,Portman Ridge Finance Corporation,2.2,0.24,10.5263,08/09/2019,08/29/2019,
PUB,People's Utah Bancorp,26.82,0.52,1.9288,08/02/2019,08/12/2019,
PUI,Invesco Exchange-Traded Fund Trust,33.66,0.87684,2.6237,06/24/2019,06/28/2019,
PVAL,Principal Exchange-Traded Funds,25.06,0.378668,1.5287,07/01/2019,07/05/2019,
PWOD,Penns Woods Bancorp Inc.,41.93,1.88,4.5323,06/10/2019,06/25/2019,
PXI,Invesco Exchange-Traded Fund Trust,24.57,0.96028,4.0012,06/24/2019,06/28/2019,
PY,Principal Exchange-Traded Funds,30.27,0.682668,2.3032,07/01/2019,07/05/2019,
PYZ,Invesco Exchange-Traded Fund Trust,55.55,1.27696,2.3336,06/24/2019,06/28/2019,
PZZA,Papa John's International Inc.,42.79,0.9,2.0911,08/09/2019,08/23/2019,
QABA,First Trust Exchange-Traded Fund,45.97,0.8896,1.9857,06/14/2019,06/28/2019,
QADA,QAD Inc.,37.39,0.288,0.7811,07/09/2019,07/17/2019,
QADB,QAD Inc.,28.55,0.24,0.8406,07/09/2019,07/17/2019,
QAT,iShares Trust,16.47,1.26954,7.7934,06/17/2019,06/21/2019,
QCLN,First Trust Exchange-Traded Fund,21.34,0.0972,0.4662,06/14/2019,06/28/2019,
QCOM,QUALCOMM Incorporated,73.28,2.48,3.4851,06/05/2019,06/27/2019,
QCRH,QCR Holdings Inc.,36.64,0.24,0.6751,06/20/2019,07/03/2019,
QLC,FlexShares Trust,32.82,1.129516,3.4926,06/21/2019,06/27/2019,
QQEW,First Trust Exchange-Traded Fund,65.1801,0.2988,0.4661,06/14/2019,06/28/2019,
QQQ,Invesco QQQ Trust Series 1,185.48,1.66232,0.9106,06/24/2019,07/31/2019,
QQXT,First Trust Exchange-Traded Fund,52.94,0.1832,0.3514,06/14/2019,06/28/2019,
QTEC,First Trust Exchange-Traded Fund,84.84,0.5748,0.6907,06/14/2019,06/28/2019,
QTRH,Quarterhill Inc.,1.3,0.037625,2.8289,06/13/2019,07/05/2019,
QYLD,Global X Funds,22.68,2.0532,9.1948,07/24/2019,08/01/2019,
RAVN,Raven Industries Inc.,32.71,0.52,1.6296,07/12/2019,07/29/2019,
RBB,RBB Bancorp,18.48,0.4,2.2124,07/30/2019,08/15/2019,
RBCAA,Republic Bancorp Inc.,43.08,1.056,2.4818,06/20/2019,07/19/2019,
RBNC,Reliant Bancorp Inc.,23.13,0.36,1.512,07/05/2019,07/18/2019,
RCKY,Rocky Brands Inc.,28.53,0.56,2.0014,05/31/2019,06/17/2019,
RDVY,First Trust Exchange-Traded Fund VI,30.0676,0.532,1.8101,06/14/2019,06/28/2019,
RECN,Resources Connection Inc.,16.98,0.52,3.1194,05/15/2019,06/13/2019,
REG,Regency Centers Corporation,65.19,2.34,3.5978,08/09/2019,08/22/2019,
RELL,Richardson Electronics Ltd.,5.6,0.24,4.3088,08/06/2019,08/23/2019,
RFAP,First Trust Exchange-Traded Fund III,48.01,2.3228,4.9108,06/14/2019,06/28/2019,
RFDI,First Trust Exchange-Traded Fund III,53.25,3.71,7.0519,06/14/2019,06/28/2019,
RFEM,First Trust Exchange-Traded Fund III,56.93,1.0928,1.9379,06/14/2019,06/28/2019,
RFEU,First Trust Exchange-Traded Fund III,55.11,4.9152,9.0284,06/14/2019,06/28/2019,
RFIL,RF Industries Ltd.,7.36,0.08,1.0376,06/27/2019,07/15/2019,
RGCO,RGC Resources Inc.,28.38,0.66,2.375,07/12/2019,08/01/2019,
RGLD,Royal Gold Inc.,124.64,1.06,0.8478,07/03/2019,07/19/2019,
RICK,RCI Hospitality Holdings Inc.,17.66,0.12,0.7295,06/07/2019,06/25/2019,
RILY,B. Riley Financial Inc.,20.33,0.7,9.8619,08/14/2019,08/29/2019,
RING,iShares Inc.,22.78,0.289168,1.2578,06/17/2019,06/21/2019,
RIVE,Riverview Financial Corporation,10.35,0.4,4,06/13/2019,06/28/2019,
RMCF,Rocky Mountain Chocolate Factory Inc.,9.12,0.48,5.3004,06/03/2019,06/14/2019,
RMR,The RMR Group Inc.,44.68,1.4,3.1993,07/26/2019,08/15/2019,
RNDM,First Trust Exchange-Traded Fund VI,48.517,1.6,3.336,06/14/2019,06/28/2019,
RNDV,First Trust Exchange-Traded Fund VI,20.6699,0.646,3.1253,06/14/2019,06/28/2019,
RNEM,First Trust Exchange-Traded Fund VI,48.62,0.8,1.6646,06/14/2019,06/28/2019,
RNLC,First Trust Exchange-Traded Fund VI,22.3427,0.3688,1.6756,06/14/2019,06/28/2019,
RNMC,First Trust Exchange-Traded Fund VI,21.1798,0.432,2.0804,06/14/2019,06/28/2019,
RNSC,First Trust Exchange-Traded Fund VI,19.7901,0.3948,2.0298,06/14/2019,06/28/2019,
RNST,Renasant Corporation,33.1,0.88,2.7397,06/13/2019,06/28/2019,
ROBT,First Trust Exchange-Traded Fund VI,31.3,0.36,1.1726,06/14/2019,06/28/2019,
ROIC,Retail Opportunity Investments Corp.,17.8,0.788,4.447,06/12/2019,06/27/2019,
ROST,Ross Stores Inc.,103.18,1.02,1.0058,06/10/2019,06/28/2019,
RRR,Red Rock Resorts Inc.,18.74,0.4,2.2247,06/13/2019,06/28/2019,
RUSHA,Rush Enterprises Inc.,37.28,0.52,1.4204,08/08/2019,09/10/2019,
RUSHB,Rush Enterprises Inc.,39.47,0.52,1.3371,08/08/2019,09/10/2019,
RUTH,Ruth's Hospitality Group Inc.,19.7,0.52,2.6735,05/22/2019,06/06/2019,
RVEN,Reven Housing REIT Inc.,4.53,0.04,0.9322,04/25/2019,05/15/2019,
RVSB,Riverview Bancorp Inc,7.38,0.18,2.4658,07/11/2019,07/23/2019,
SABR,Sabre Corporation,23.72,0.56,2.3382,06/20/2019,06/28/2019,
SAFM,Sanderson Farms Inc.,143.4,1.28,0.9033,07/29/2019,08/13/2019,
SAFT,Safety Insurance Group Inc.,97.22,3.2,3.3737,05/31/2019,06/14/2019,
SAL,Salisbury Bancorp Inc.,36.209,1.12,3.1764,08/15/2019,08/30/2019,
SALM,Salem Media Group Inc.,1.69,0.26,15.5689,06/13/2019,06/28/2019,
SAMG,Silvercrest Asset Management Group Inc.,13.55,0.6,4.6584,06/13/2019,06/21/2019,
SASR,Sandy Spring Bancorp Inc.,33.82,1.2,3.643,08/13/2019,08/21/2019,
SBBX,SB One Bancorp,22.84,0.34,1.5281,08/12/2019,08/27/2019,
SBFG,SB Financial Group Inc.,16.03,0.36,2.2387,08/08/2019,08/23/2019,
SBGI,Sinclair Broadcast Group Inc.,44.62,0.8,1.8095,05/30/2019,06/17/2019,
SBNY,Signature Bank,119.41,2.24,1.9334,07/31/2019,08/15/2019,
SBRA,Sabra Health Care REIT Inc.,21.55,1.8,8.6001,05/17/2019,05/31/2019,
SBSI,Southside Bancshares Inc.,33.35,1.24,3.8378,05/22/2019,06/06/2019,
SBT,Sterling Bancorp Inc.,9.46,0.04,0.442,05/23/2019,05/31/2019,
SBUX,Starbucks Corporation,96.52,1.44,1.5074,08/07/2019,08/23/2019,
SCHL,Scholastic Corporation,33.68,0.6,1.8171,04/29/2019,06/17/2019,
SCHN,Schnitzer Steel Industries Inc.,23.16,0.75,3.2982,08/12/2019,08/27/2019,
SCVL,Shoe Carnival Inc.,24.19,0.34,1.4493,07/05/2019,07/22/2019,
SCZ,iShares Trust,54.48,1.864888,3.4657,06/17/2019,06/21/2019,
SDG,iShares Trust,55.94,1.090468,1.9693,06/17/2019,06/21/2019,
SDVY,First Trust Exchange-Traded Fund VI,19.2032,0.506,2.7044,06/14/2019,06/28/2019,
SEIC,SEI Investments Company,56.56,0.66,1.1888,06/11/2019,06/20/2019,
SELF,Global Self Storage Inc.,4.4101,0.26,6.1387,06/14/2019,06/28/2019,
SFBC,Sound Financial Bancorp Inc.,35,0.56,1.6232,08/07/2019,08/22/2019,
SFBS,ServisFirst Bancshares Inc.,30.6,0.6,2.0155,06/28/2019,07/12/2019,
SFNC,Simmons First National Corporation,24.98,0.64,2.6556,06/14/2019,07/05/2019,
SGA,Saga Communications Inc.,28.69,1.2,4.1841,06/13/2019,07/05/2019,
SGC,Superior Group of Companies Inc.,12.99,0.4,3.125,08/13/2019,08/28/2019,
SHBI,Shore Bancshares Inc,15.39,0.4,2.6298,08/15/2019,08/30/2019,
SHOO,Steven Madden Ltd.,30.14,0.56,1.9067,06/17/2019,06/28/2019,
SHV,iShares Trust,110.61,2.520156,2.2782,08/01/2019,08/07/2019,
SHY,iShares Trust,85.09,1.800276,2.1155,08/01/2019,08/07/2019,
SIGI,Selective Insurance Group Inc.,80.31,0.8,1.0169,08/14/2019,09/03/2019,
SIRI,Sirius XM Holdings Inc.,6.08,0.0484,0.8107,08/08/2019,08/30/2019,
SKIS,Peak Resorts Inc.,10.91,0.28,2.5665,07/24/2019,08/09/2019,
SKOR,FlexShares Trust,52.47,1.651116,3.1516,08/01/2019,08/07/2019,
SKYW,SkyWest Inc.,55.63,0.48,0.8935,06/27/2019,07/05/2019,
SKYY,First Trust Exchange-Traded Fund II,56.58,0.4448,0.8006,06/14/2019,06/28/2019,
SLGN,Silgan Holdings Inc.,30.31,0.44,1.4706,05/31/2019,06/17/2019,
SLIM,Janus Detroit Street Trust,33.3209,0.284968,0.8552,06/28/2019,07/05/2019,
SLM,SLM Corporation,8.11,0.12,1.5306,06/06/2019,06/17/2019,
SLP,Simulations Plus Inc.,37.49,0.24,0.6547,07/24/2019,08/01/2019,
SLQD,iShares Trust,51.12,1.453332,2.8458,08/01/2019,08/07/2019,
SLRC,Solar Capital Ltd.,20.44,1.64,8.0908,06/19/2019,07/02/2019,
SLVO,Credit Suisse AG,7.1,0.18,2.514,06/19/2019,06/25/2019,
SMBC,Southern Missouri Bancorp Inc.,33.65,0.6,1.8176,08/14/2019,08/30/2019,
SMMF,Summit Financial Group Inc.,25.69,0.6,2.3603,06/13/2019,06/28/2019,
SNH,Senior Housing Properties Trust,8.99,0.6,6.865,07/26/2019,08/15/2019,
SNLN,Highland Funds I,17.36,1.000572,5.757,08/15/2019,08/30/2019,
SNSR,Global X Funds,19.03,0.161348,0.8661,06/27/2019,07/08/2019,
SOHO,Sotherly Hotels Inc.,6.64,0.52,7.8078,06/13/2019,07/11/2019,
SONA,Southern National Bancorp of Virginia Inc.,14.81,0.36,2.4965,08/09/2019,08/23/2019,
SOXX,iShares Trust,201.14,3.029292,1.5462,06/17/2019,06/21/2019,
SPAR,Spartan Motors Inc.,11.91,0.1,0.8525,05/16/2019,06/17/2019,
SPFI,South Plains Financial Inc.,16,0.12,0.7552,07/23/2019,08/07/2019,
SPKE,Spark Energy Inc.,10.64,0.725,6.9113,05/30/2019,06/14/2019,
SPOK,Spok Holdings Inc.,11.47,0.5,4.3975,08/15/2019,09/10/2019,
SPTN,SpartanNash Company,11.41,0.76,6.6318,06/13/2019,06/28/2019,
SQLV,Legg Mason ETF Investment Trust,24.5485,0.42,1.7522,06/17/2019,06/20/2019,
SQQQ,ProShares Trust,35.11,0.976568,2.6501,06/25/2019,07/02/2019,
SRCE,1st Source Corporation,45.33,1.08,2.4468,08/02/2019,08/15/2019,
SRET,Global X Funds,14.48,1.1976,8.3807,08/05/2019,08/13/2019,
SSB,South State Corporation,74.14,1.72,2.3626,08/08/2019,08/16/2019,
SSBI,Summit State Bank,12.0402,0.48,4.0014,08/15/2019,08/23/2019,
SSFN,Stewardship Financial Corp,15.49,0.12,0.7757,07/31/2019,08/15/2019,
SSNC,SS&C Technologies Holdings Inc.,45.45,0.4,0.8973,05/31/2019,06/17/2019,
SSP,E.W. Scripps Company (The),11.86,0.2,1.7361,06/13/2019,06/25/2019,
STAF,Staffing 360 Solutions Inc.,1.3999,0.04,2.8571,05/16/2019,05/30/2019,
STBA,S&T Bancorp Inc.,35.44,1.08,3.1205,07/31/2019,08/15/2019,
STFC,State Auto Financial Corporation,33.03,0.4,1.2214,06/17/2019,06/28/2019,
STLD,Steel Dynamics Inc.,27.3,0.96,3.6199,06/27/2019,07/12/2019,
STND,Standard AVB Financial Corp.,27.06,0.884,3.2165,08/02/2019,08/19/2019,
STRA,Strategic Education Inc.,175.17,2,1.1563,05/24/2019,06/10/2019,
STRT,STRATTEC SECURITY CORPORATION,21.5499,0.56,2.7014,06/13/2019,06/28/2019,
SUNS,Solar Senior Capital Ltd.,17.3,1.41,8.2168,07/24/2019,08/01/2019,
SUSB,iShares Trust,25.4367,0.730116,2.8722,08/01/2019,08/07/2019,
SUSC,iShares Trust,26.49,0.803808,3.0424,08/01/2019,08/07/2019,
SUSL,iShares Trust,49.9691,0.482928,0.9798,06/17/2019,06/21/2019,
SVBI,Severn Bancorp Inc,7.91,0.12,1.5113,06/05/2019,06/17/2019,
SWKS,Skyworks Solutions Inc.,76.66,1.52,2.0119,05/20/2019,06/11/2019,
SYBT,Stock Yards Bancorp Inc.,36.61,1.04,2.9083,06/14/2019,07/01/2019,
SYMC,Symantec Corporation,23.51,0.3,1.2965,06/07/2019,06/26/2019,
TACT,TransAct Technologies Incorporated,12,0.36,2.9654,05/17/2019,06/14/2019,
TAIT,Taitron Components Incorporated,2.95,0.12,3.9867,08/14/2019,08/30/2019,
TBNK,Territorial Bancorp Inc.,28.19,0.88,3.1328,08/07/2019,08/22/2019,
TCBK,TriCo Bancshares,36.38,0.76,2.1271,06/13/2019,06/28/2019,
TCF,TCF Financial Corporation,37.65,1.4,3.8781,08/14/2019,09/03/2019,
TCFC,The Community Financial Corporation,32,0.5,1.5778,07/05/2019,07/22/2019,
TCPC,BlackRock TCP Capital Corp.,13.32,1.44,10.9422,06/13/2019,06/28/2019,
TCRD,THL Credit Inc.,6.63,0.84,13.0841,06/13/2019,06/28/2019,
TDIV,First Trust Exchange-Traded Fund VI,38.1652,0.9124,2.4357,06/14/2019,06/28/2019,
TECH,Bio-Techne Corp,197.57,1.28,0.6637,08/15/2019,08/30/2019,
TER,Teradyne Inc.,52.95,0.36,0.6919,05/28/2019,06/21/2019,
TERP,TerraForm Power Inc.,16.92,0.8056,4.7981,05/31/2019,06/17/2019,
TESS,TESSCO Technologies Incorporated,14.02,0.8,5.6859,08/06/2019,08/21/2019,
TFSL,TFS Financial Corporation,17.87,1,5.6818,06/10/2019,06/25/2019,
THFF,First Financial Corporation Indiana,41.62,1.04,2.5515,06/14/2019,07/02/2019,
TILE,Interface Inc.,10.98,0.26,2.3963,08/08/2019,08/23/2019,
TIPT,Tiptree Inc.,6.63,0.16,2.439,08/16/2019,08/26/2019,
TIVO,TiVo Corporation,7.43,0.32,4.3836,06/04/2019,06/19/2019,
TLT,iShares Trust,146.13,3.167412,2.1502,08/01/2019,08/07/2019,
TOWN,Towne Bank,26.7,0.72,2.7746,06/27/2019,07/10/2019,
TRCB,Two River Bancorp,18.98,0.28,1.4909,08/08/2019,08/30/2019,
TRMK,Trustmark Corporation,34.01,0.92,2.7661,05/30/2019,06/15/2019,
TRMT,Tremont Mortgage Trust,4.71,0.88,19.1721,07/26/2019,08/15/2019,
TROW,T. Rowe Price Group Inc.,107.37,3.04,2.8826,06/13/2019,06/28/2019,
