Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
FDT,First Trust Exchange-Traded AlphDEX Fund II,54.115,2.0548,3.7971,06/14/2019,06/28/2019,
FDTS,First Trust Exchange-Traded AlphDEX Fund II,36.3729,1.244,3.4201,06/14/2019,06/28/2019,
FDUS,Fidus Investment Corporation,16.26,1.56,9.5941,06/06/2019,06/21/2019,
FELE,Franklin Electric Co. Inc.,46.6,0.58,1.2446,05/01/2019,05/16/2019,
FEM,First Trust Exchange-Traded AlphDEX Fund II,25.39,1.3088,5.1548,06/14/2019,06/28/2019,
FEMB,First Trust Exchange-Traded Fund III,39.25,2.01,5.121,06/14/2019,06/28/2019,
FEMS,First Trust Exchange-Traded AlphDEX Fund II,35.74,1.5144,4.2373,06/14/2019,06/28/2019,
FEP,First Trust Exchange-Traded AlphDEX Fund II,35.26,1.9524,5.5372,06/14/2019,06/28/2019,
FEUZ,First Trust Exchange-Traded AlphDEX Fund II,38.95,2.102,5.3967,06/14/2019,06/28/2019,
FEX,First Trust Exchange-Traded AlphaDEX Fund,62.06,0.7516,1.2111,06/14/2019,06/28/2019,
FFBC,First Financial Bancorp.,24.59,0.88,3.5787,05/31/2019,06/17/2019,
FFIC,Flushing Financial Corporation,22.57,0.84,3.7218,06/13/2019,06/28/2019,
FFIN,First Financial Bankshares Inc.,30.99,0.48,1.5489,06/14/2019,07/01/2019,
FFNW,First Financial Northwest Inc.,13.92,0.36,2.5862,06/06/2019,06/21/2019,
FFWM,First Foundation Inc.,14.02,0.2,1.4265,05/31/2019,06/17/2019,
FGBI,First Guaranty Bancshares Inc.,20.8,0.64,3.0769,06/20/2019,06/28/2019,
FGM,First Trust Exchange-Traded AlphDEX Fund II,42.06,3.2,7.6082,06/14/2019,06/28/2019,
FHB,First Hawaiian Inc.,25.75,1.04,4.0388,05/24/2019,06/07/2019,
FHK,First Trust Exchange-Traded AlphDEX Fund II,35.7761,2.0072,5.6104,06/14/2019,06/28/2019,
FIBK,First Interstate BancSystem Inc.,39.84,1.24,3.1124,05/10/2019,05/23/2019,
FID,First Trust Exchange-Traded Fund VI,17.1798,0.9136,5.3179,06/14/2019,06/28/2019,
FISI,Financial Institutions Inc.,28.77,1,3.4758,06/13/2019,07/02/2019,
FITB,Fifth Third Bancorp,28.35,0.96,3.3862,06/27/2019,07/15/2019,
FIXD,First Trust Exchange-Traded Fund VIII,51.75,1.44,2.7826,06/14/2019,06/28/2019,
FJP,First Trust Exchange-Traded AlphDEX Fund II,48.59,1.76,3.6221,06/14/2019,06/28/2019,
FKO,First Trust Exchange-Traded AlphDEX Fund II,21.495,0.438,2.0377,03/21/2019,03/29/2019,
FKU,First Trust Exchange-Traded AlphDEX Fund II,36.6301,1.4152,3.8635,06/14/2019,06/28/2019,
FLIC,The First of Long Island Corporation,21.66,0.68,3.1394,03/11/2019,03/20/2019,
FLIR,FLIR Systems Inc.,54.51,0.68,1.2475,05/23/2019,06/07/2019,
FLMN,Falcon Minerals Corporation,8.29,0.7,8.4439,05/16/2019,05/29/2019,
FLN,First Trust Exchange-Traded AlphDEX Fund II,21.0072,1.1948,5.6876,06/14/2019,06/28/2019,
FLXS,Flexsteel Industries Inc.,17.06,0.88,5.1583,06/13/2019,07/01/2019,
FMAO,Farmers & Merchants Bancorp Inc.,28.6,0.6,2.0979,06/14/2019,07/20/2019,
FMB,First Trust Exchange-Traded Fund III,54.8,1.41,2.573,06/14/2019,06/28/2019,
FMBH,First Mid Bancshares Inc.,34.34,0.72,2.0967,05/31/2019,06/10/2019,
FMBI,First Midwest Bancorp Inc.,20.88,0.56,2.682,06/27/2019,07/09/2019,
FMHI,First Trust Exchange-Traded Fund III,52.405,1.8,3.4348,06/14/2019,06/28/2019,
FMK,First Trust Exchange-Traded AlphaDEX Fund,36.3889,0.4,1.0992,06/14/2019,06/28/2019,
FMNB,Farmers National Banc Corp.,14.85,0.36,2.4242,06/13/2019,06/28/2019,
FNCB,FNCB Bancorp Inc.,8.23,0.2,2.4301,05/31/2019,06/17/2019,
FNHC,FedNat Holding Company,14.31,0.32,2.2362,05/16/2019,06/03/2019,
FNK,First Trust Exchange-Traded AlphaDEX Fund,34.8102,0.4,1.1491,06/14/2019,06/28/2019,
FNLC,First Bancorp Inc (ME),26.61,1.16,4.3593,04/09/2019,04/30/2019,
FNWB,First Northwest Bancorp,16.41,0.12,0.7313,06/06/2019,06/21/2019,
FNX,First Trust Exchange-Traded AlphaDEX Fund,69.76,0.6,0.8601,06/14/2019,06/28/2019,
FOX,Fox Corporation,36.56,0.46,1.2582,05/17/2019,06/03/2019,
FOXA,Fox Corporation,36.6,0.46,1.2568,05/17/2019,06/03/2019,
FPA,First Trust Exchange-Traded AlphDEX Fund II,29.8011,1.04,3.4898,06/14/2019,06/28/2019,
FPXE,First Trust Exchange-Traded Fund II,20.4,1.0264,5.0314,06/14/2019,06/28/2019,
FPXI,First Trust Exchange-Traded Fund II,36.91,0.7408,2.007,06/14/2019,06/28/2019,
FRAF,Franklin Financial Services Corporation,38.3,1.2,3.1332,05/02/2019,05/22/2019,
FRBA,First Bank,11.72,0.12,1.0239,05/09/2019,05/24/2019,
FRME,First Merchants Corporation,38.23,1.04,2.7204,05/17/2019,06/21/2019,
FSBW,FS Bancorp Inc.,50.92,0.6,1.1783,05/08/2019,05/23/2019,
FSFG,First Savings Financial Group Inc.,60.9,0.64,1.0509,06/13/2019,06/28/2019,
FSV,FirstService Corporation,97.58,0.6,0.6149,06/27/2019,07/05/2019,
FSZ,First Trust Exchange-Traded AlphDEX Fund II,50.47,3.92,7.767,06/14/2019,06/28/2019,
FTA,First Trust Exchange-Traded AlphaDEX Fund,52.65,0.64,1.2156,06/14/2019,06/28/2019,
FTAG,First Trust Exchange-Traded Fund II,23.835,0.8,3.3564,06/14/2019,06/28/2019,
FTC,First Trust Exchange-Traded AlphaDEX Fund,71.72,0.2,0.2789,06/14/2019,06/28/2019,
FTCS,First Trust Exchange-Traded Fund,57.48,0.6216,1.0814,06/14/2019,06/28/2019,
FTHI,First Trust Exchange-Traded Fund VI,22.7548,0.96,4.2189,06/14/2019,06/28/2019,
FTLB,First Trust Exchange-Traded Fund VI,22.35,0.66,2.953,06/14/2019,06/28/2019,
FTRI,First Trust Exchange-Traded Fund II,12.27,0.642,5.2323,06/14/2019,06/28/2019,
FTSL,First Trust Exchange-Traded Fund IV,47.235,2.1,4.4459,06/14/2019,06/28/2019,
FTSM,First Trust Exchange-Traded Fund IV,60.08,1.512,2.5166,06/28/2019,07/03/2019,
FTXD,First Trust Exchange-Traded Fund VI,22.5731,0.4016,1.7791,06/14/2019,06/28/2019,
FTXG,First Trust Exchange-Traded Fund VI,20.8146,0.334,1.6046,06/14/2019,06/28/2019,
FTXH,First Trust Exchange-Traded Fund VI,21.5,0.158,0.7349,06/14/2019,06/28/2019,
FTXL,First Trust Exchange-Traded Fund VI,32.56,0.4256,1.3071,06/14/2019,06/28/2019,
FTXN,First Trust Exchange-Traded Fund VI,17.42,0.4292,2.4638,06/14/2019,06/28/2019,
FTXO,First Trust Exchange-Traded Fund VI,25.75,0.7624,2.9608,06/14/2019,06/28/2019,
FTXR,First Trust Exchange-Traded Fund VI,23.85,0.062,0.26,06/14/2019,06/28/2019,
FULT,Fulton Financial Corporation,16.57,0.52,3.1382,06/28/2019,07/15/2019,
FUNC,First United Corporation,19.68,0.36,1.8293,04/16/2019,05/01/2019,
FUSB,First US Bancshares Inc.,9.3085,0.08,0.8594,06/06/2019,07/01/2019,
FV,First Trust Exchange-Traded Fund VI,30.93,0.0352,0.1138,06/14/2019,06/28/2019,
FVC,First Trust Exchange-Traded Fund VI,27.15,0.2564,0.9444,06/14/2019,06/28/2019,
FWRD,Forward Air Corporation,59.21,0.72,1.216,05/23/2019,06/07/2019,
FXNC,First National Corporation,20.49,0.36,1.757,05/30/2019,06/14/2019,
FYT,First Trust Exchange-Traded AlphaDEX Fund,34.4714,0.4,1.1604,06/14/2019,06/28/2019,
FYX,First Trust Exchange-Traded AlphaDEX Fund,61.8,0.7648,1.2375,06/14/2019,06/28/2019,
GABC,German American Bancorp Inc.,30.68,0.68,2.2164,05/09/2019,05/20/2019,
GARS,Garrison Capital Inc.,6.95,0.92,13.2374,06/06/2019,06/21/2019,
GBCI,Glacier Bancorp Inc.,41.14,1.08,2.6252,07/08/2019,07/18/2019,
GBDC,Golub Capital BDC Inc.,17.74,1.28,7.2153,06/06/2019,06/28/2019,
GBLI,Global Indemnity Limited,31.08,1,3.2175,06/20/2019,06/28/2019,
GCBC,Greene County Bancorp Inc.,28.8,0.4,1.3889,05/14/2019,05/31/2019,
GECC,Great Elm Capital Corp.,8.56,0.996,11.6355,06/27/2019,07/15/2019,
GENY,Principal Exchange-Traded Funds,38.9165,0.0792,0.2035,07/01/2019,07/05/2019,
GFED,Guaranty Federal Bancshares Inc.,23.1921,0.52,2.2421,07/05/2019,07/18/2019,
GILD,Gilead Sciences Inc.,68.53,2.52,3.6772,06/13/2019,06/27/2019,
GLAD,Gladstone Capital Corporation,9.44,0.84,8.8983,06/18/2019,06/28/2019,
GLBZ,Glen Burnie Bancorp,10.52,0.4,3.8023,04/18/2019,05/03/2019,
GLDI,Credit Suisse AG,8.9699,0.4248,4.7358,06/19/2019,06/25/2019,
GLNG,Golar LNG Limited,18.12,0.6,3.3113,06/12/2019,07/03/2019,
GLPI,Gaming and Leisure Properties Inc.,39.88,2.72,6.8205,06/13/2019,06/28/2019,
GMLP,Golar LNG Partners LP,11.55,1.6168,13.9983,05/06/2019,05/14/2019,
GNMA,iShares Trust,50.105,1.43982,2.8736,07/01/2019,07/08/2019,
GNTX,Gentex Corporation,24.38,0.46,1.8868,04/09/2019,04/24/2019,
GNTY,Guaranty Bancshares Inc.,31.01,0.68,2.1928,06/26/2019,07/10/2019,
GOGL,Golden Ocean Group Limited,6.37,0.1,1.5699,06/05/2019,06/20/2019,
GPP,Green Plains Partners LP,14.05,1.9,13.5231,05/02/2019,05/10/2019,
GPRE,Green Plains Inc.,10.51,0.48,4.5671,05/23/2019,06/14/2019,
GRID,First Trust Exchange-Traded Fund II,48.0873,1.0484,2.1802,06/14/2019,06/28/2019,
GROW,U.S. Global Investors Inc.,1.78,0.03,1.6854,06/07/2019,06/24/2019,
GSBC,Great Southern Bancorp Inc.,60.92,1.28,2.1011,06/28/2019,07/16/2019,
GT,The Goodyear Tire & Rubber Company,15.03,0.64,4.2582,04/30/2019,06/03/2019,
GULF,WisdomTree Trust,20.6241,1.74,8.4367,06/24/2019,06/28/2019,
GWRS,Global Water Resources Inc.,10.25,0.286332,2.7935,06/13/2019,06/28/2019,
HA,Hawaiian Holdings Inc.,28,0.48,1.7143,05/16/2019,05/31/2019,
HAFC,Hanmi Financial Corporation,22.53,0.96,4.261,05/03/2019,05/31/2019,
HAS,Hasbro Inc.,106.92,2.72,2.544,04/30/2019,05/15/2019,
HAYN,Haynes International Inc.,31.6,0.88,2.7848,05/30/2019,06/14/2019,
HBAN,Huntington Bancshares Incorporated,13.92,0.56,4.023,06/14/2019,07/01/2019,
HBCP,Home Bancorp Inc.,37.81,0.84,2.2216,05/03/2019,05/17/2019,
HBNC,Horizon Bancorp Inc.,16.49,0.48,2.9109,07/03/2019,07/19/2019,
HCAP,Harvest Capital Credit Corporation,10.4734,0.96,9.1661,06/19/2019,06/27/2019,
HCSG,Healthcare Services Group Inc.,30.22,0.79,2.6142,05/23/2019,06/28/2019,
HEES,H&E Equipment Services Inc.,27.8,1.1,3.9568,05/24/2019,06/14/2019,
HERD,Pacer Funds,24.38,0.553426,2.27,06/26/2019,06/28/2019,
HEWG,iShares Trust,27.31,1.451434,5.3147,07/02/2019,07/09/2019,
HFBL,Home Federal Bancorp Inc. of Louisiana,32.62,0.56,1.7167,04/18/2019,05/06/2019,
HFWA,Heritage Financial Corporation,30.11,0.72,2.3912,05/07/2019,05/22/2019,
HIFS,Hingham Institution for Savings,202.3,1.56,0.7711,07/05/2019,07/17/2019,
HLIO,Helios Technologies Inc.,45.67,0.36,0.7883,07/03/2019,07/20/2019,
HLNE,Hamilton Lane Incorporated,59.49,1.1,1.8491,06/13/2019,07/05/2019,
HNDL,Strategy Shares,24.2,1.666008,6.8843,06/13/2019,06/17/2019,
HNNA,Hennessy Advisors Inc.,9.65,0.44,4.5596,05/17/2019,06/11/2019,
HNRG,Hallador Energy Company,5.76,0.16,2.7778,04/29/2019,05/17/2019,
HOFT,Hooker Furniture Corporation,21.32,0.6,2.8143,06/14/2019,06/30/2019,
HOMB,Home BancShares Inc.,19.69,0.52,2.6409,05/14/2019,06/05/2019,
HOPE,Hope Bancorp Inc.,14.02,0.56,3.9943,04/25/2019,05/10/2019,
HRZN,Horizon Technology Finance Corporation,12.06,1.2,9.9502,06/18/2019,07/16/2019,
HSII,Heidrick & Struggles International Inc.,29.3,0.6,2.0478,05/09/2019,05/24/2019,
HTBI,HomeTrust Bancshares Inc.,25.31,0.24,0.9482,05/22/2019,06/06/2019,
HTBK,Heritage Commerce Corp,12.29,0.48,3.9056,05/08/2019,05/23/2019,
HTLD,Heartland Express Inc.,18.31,0.08,0.4369,06/20/2019,07/01/2019,
HTLF,Heartland Financial USA Inc.,45,0.64,1.4222,05/16/2019,05/31/2019,
HURC,Hurco Companies Inc.,36.09,0.48,1.33,06/28/2019,07/15/2019,
HWBK,Hawthorn Bancshares Inc.,27,0.48,1.7778,06/13/2019,07/01/2019,
HWC,Hancock Whitney Corporation,39.87,1.08,2.7088,06/04/2019,06/14/2019,
HYLS,First Trust Exchange-Traded Fund IV,48.22,2.58,5.3505,06/14/2019,06/28/2019,
HYND,WisdomTree Trust,19.265,1.14,5.9175,06/24/2019,06/28/2019,
HYXE,iShares Trust,51.43,2.973528,5.7817,07/01/2019,07/08/2019,
HYZD,WisdomTree Trust,23.25,1.2,5.1613,06/24/2019,06/28/2019,
IBB,iShares Trust,109.22,0.31876,0.2919,06/17/2019,06/21/2019,
IBCP,Independent Bank Corporation,22.1,0.72,3.2579,05/03/2019,05/15/2019,
IBKC,IBERIABANK Corporation,76.27,1.72,2.2551,06/27/2019,07/26/2019,
IBOC,International Bancshares Corporation,37.84,1,2.6427,03/29/2019,04/15/2019,
IBTX,Independent Bank Group Inc,56.65,1,1.7652,05/03/2019,05/16/2019,
ICBK,County Bancorp Inc.,17.52,0.2,1.1416,06/06/2019,06/21/2019,
ICFI,ICF International Inc.,78.25,0.56,0.7157,06/13/2019,07/16/2019,
ICLN,iShares Trust,10.85,0.15626,1.4402,06/17/2019,06/21/2019,
IDCC,InterDigital Inc.,65.72,1.4,2.1302,04/09/2019,04/24/2019,
IDLB,Invesco Exchange-Traded Fund Trust II,28.45,1.40488,4.9381,06/24/2019,06/28/2019,
IEF,iShares Trust,109.59,2.307456,2.1055,07/01/2019,07/08/2019,
IEI,iShares Trust,125.21,2.557464,2.0425,07/01/2019,07/08/2019,
IEUS,iShares Trust,50.26,3.349924,6.6652,06/17/2019,06/21/2019,
IFEU,iShares Trust,36.86,2.617852,7.1021,06/17/2019,06/21/2019,
IFGL,iShares Trust,30.55,1.391364,4.5544,06/17/2019,06/21/2019,
IFV,First Trust Exchange-Traded Fund VI,19.98,0.84,4.2042,06/14/2019,06/28/2019,
IGF,iShares Trust,46.69,1.57376,3.3707,06/17/2019,06/21/2019,
IGIB,iShares Trust,56.76,2.041332,3.5964,07/01/2019,07/08/2019,
IGSB,iShares Trust,53.23,1.689864,3.1746,07/01/2019,07/08/2019,
IIIN,Insteel Industries Inc.,21.39,0.12,0.561,06/13/2019,06/28/2019,
IJT,iShares Trust,183.67,1.643904,0.895,06/17/2019,06/21/2019,
ILPT,Industrial Logistics Properties Trust,21.58,1.32,6.1168,04/26/2019,05/16/2019,
IMKTA,Ingles Markets Incorporated,31.76,0.66,2.0781,04/10/2019,04/18/2019,
INBK,First Internet Bancorp,21.44,0.24,1.1194,06/27/2019,07/15/2019,
INDB,Independent Bank Corp.,75.67,1.76,2.3259,06/28/2019,07/12/2019,
INDY,iShares Trust,38.65,0.45011,1.1646,06/17/2019,06/21/2019,
INFR,Legg Mason ETF Investment Trust,31.34,0.828572,2.6438,04/08/2019,04/11/2019,
INTC,Intel Corporation,48.08,1.26,2.6206,05/06/2019,06/01/2019,
INTU,Intuit Inc.,270.54,1.88,0.6949,04/09/2019,04/18/2019,
IOSP,Innospec Inc.,94.22,1,1.0613,05/20/2019,05/30/2019,
IPAR,Inter Parfums Inc.,64.33,1.1,1.7099,06/27/2019,07/15/2019,
IPHS,Innophos Holdings Inc.,28.63,1.92,6.7063,05/16/2019,06/07/2019,
IPKW,Invesco Exchange-Traded Fund Trust II,31.83,1.09672,3.4456,06/24/2019,06/28/2019,
IROQ,IF Bancorp Inc.,20.72,0.25,1.2066,03/21/2019,04/12/2019,
ISBC,Investors Bancorp Inc.,11.29,0.44,3.8973,05/09/2019,05/24/2019,
ISCA,International Speedway Corporation,44.76,0.49,1.0947,05/30/2019,06/28/2019,
ISDS,Invesco Exchange-Traded Self-Indexed Fund Trust,23.49,0.39044,1.6622,06/24/2019,06/28/2019,
ISDX,Invesco Exchange-Traded Self-Indexed Fund Trust,25.08,0.60368,2.407,06/24/2019,06/28/2019,
ISEM,Invesco Exchange-Traded Self-Indexed Fund Trust,26.05,0.93812,3.6012,06/24/2019,06/28/2019,
ISTB,iShares Trust,50.24,1.424052,2.8345,07/01/2019,07/08/2019,
ISTR,Investar Holding Corporation,23.62,0.2204,0.9331,07/05/2019,07/31/2019,
ITIC,Investors Title Company,164.3391,1.6,0.9736,06/13/2019,06/28/2019,
IUS,Invesco Exchange-Traded Self-Indexed Fund Trust,25.49,0.49332,1.9353,06/24/2019,06/28/2019,
IUSB,iShares Trust,51.53,1.618092,3.1401,07/01/2019,07/08/2019,
IUSG,iShares Trust,63.93,1.063264,1.6632,06/17/2019,06/21/2019,
IUSS,Invesco Exchange-Traded Self-Indexed Fund Trust,23.45,0.278,1.1855,06/24/2019,06/28/2019,
IUSV,iShares Trust,57.43,1.343824,2.3399,06/17/2019,06/21/2019,
IVFVC,Ivy NextShares,100.02,0.8,0.7998,06/13/2019,06/17/2019,
IXUS,iShares Trust,59.06,1.874166,3.1733,06/17/2019,06/21/2019,
JACK,Jack In The Box Inc.,81.33,1.6,1.9673,05/28/2019,06/14/2019,
JBHT,J.B. Hunt Transport Services Inc.,90.86,1.04,1.1446,05/02/2019,05/17/2019,
JCS,Communications Systems Inc.,3.03,0.08,2.6403,06/13/2019,07/01/2019,
JJSF,J & J Snack Foods Corp.,163.8,2,1.221,06/11/2019,07/03/2019,
JKHY,Jack Henry & Associates Inc.,137.15,1.6,1.1666,05/22/2019,06/07/2019,
JKI,iShares Trust,159.945,3.941596,2.4643,06/17/2019,06/21/2019,
JOUT,Johnson Outdoors Inc.,75.7,0.56,0.7398,04/10/2019,04/25/2019,
JRSH,Jerash Holdings (US) Inc.,7.06,0.2,2.8329,05/24/2019,06/05/2019,
JRVR,James River Group Holdings Ltd.,47.97,1.2,2.5016,06/07/2019,06/28/2019,
JSMD,Janus Detroit Street Trust,45.42,0.167464,0.3687,06/28/2019,07/05/2019,
JSML,Janus Detroit Street Trust,43.9832,0.164908,0.3749,06/28/2019,07/05/2019,
KALU,Kaiser Aluminum Corporation,96.44,2.4,2.4886,04/24/2019,05/15/2019,
KBAL,Kimball International Inc.,16.97,0.32,1.8857,06/24/2019,07/15/2019,
KBWB,Invesco Exchange-Traded Fund Trust II,51.31,1.24764,2.4316,06/24/2019,06/28/2019,
KBWD,Invesco Exchange-Traded Fund Trust II,21.65,1.91556,8.8479,06/24/2019,06/28/2019,
KBWP,Invesco Exchange-Traded Fund Trust II,71.8284,1.7134,2.3854,06/24/2019,06/28/2019,
KBWR,Invesco Exchange-Traded Fund Trust II,50.6993,1.26184,2.4889,06/24/2019,06/28/2019,
KBWY,Invesco Exchange-Traded Fund Trust II,30.54,1.80192,5.9002,06/24/2019,06/28/2019,
KELYA,Kelly Services Inc.,26.19,0.3,1.1455,05/20/2019,06/05/2019,
KELYB,Kelly Services Inc.,25.4868,0.3,1.1771,05/20/2019,06/05/2019,
KEQU,Kewaunee Scientific Corporation,18.67,0.76,4.0707,06/06/2019,06/21/2019,
KFFB,Kentucky First Federal Bancorp,7.62,0.4,5.2493,04/29/2019,05/20/2019,
KFRC,Kforce Inc.,35.43,0.72,2.0322,06/06/2019,06/21/2019,
KHC,The Kraft Heinz Company,30.99,1.6,5.163,05/30/2019,06/14/2019,
KINS,Kingstone Companies Inc,8.98,0.4,4.4543,05/30/2019,06/14/2019,
KLAC,KLA-Tencor Corporation,117.9,3,2.5445,05/14/2019,06/04/2019,
KLIC,Kulicke and Soffa Industries Inc.,22.54,0.48,2.1295,06/27/2019,07/15/2019,
KNSL,Kinsale Capital Group Inc.,95.78,0.32,0.3341,05/31/2019,06/13/2019,
KRMA,Global X Funds,22.13,0.335716,1.517,06/27/2019,07/08/2019,
KRNY,Kearny Financial,13.87,0.24,1.7304,05/28/2019,06/12/2019,
LAMR,Lamar Advertising Company,82.57,3.84,4.6506,06/13/2019,06/28/2019,
LANC,Lancaster Colony Corporation,148.84,2.6,1.7468,06/06/2019,06/28/2019,
LAND,Gladstone Land Corporation,11.63,0.534,4.5916,06/18/2019,06/28/2019,
LARK,Landmark Bancorp Inc.,23.94,0.8,3.3417,05/14/2019,05/29/2019,
LBAI,Lakeland Bancorp Inc.,16.4,0.5,3.0488,05/08/2019,05/17/2019,
LBC,Luther Burbank Corporation,11.27,0.23,2.0408,05/08/2019,05/20/2019,
LCNB,LCNB Corporation,18.53,0.68,3.6697,05/31/2019,06/17/2019,
LCUT,Lifetime Brands Inc.,9.76,0.17,1.7418,04/30/2019,05/15/2019,
LDRI,Invesco Exchange-Traded Fund Trust II,25.15,0.64812,2.577,06/24/2019,06/28/2019,
LDSF,First Trust Exchange-Traded Fund VIII,20.46,0.6348,3.1026,06/14/2019,06/28/2019,
LECO,Lincoln Electric Holdings Inc.,82.03,1.88,2.2918,06/27/2019,07/15/2019,
LEGR,First Trust Exchange-Traded Fund VI,30.39,0.8,2.6324,06/14/2019,06/28/2019,
LEVL,Level One Bancorp Inc.,24.35,0.16,0.6571,06/27/2019,07/15/2019,
LFUS,Littelfuse Inc.,177.47,1.72,0.9692,05/22/2019,06/06/2019,
LKFN,Lakeland Financial Corporation,46.65,1.2,2.5723,04/24/2019,05/06/2019,
LKOR,FlexShares Trust,55.11,2.117148,3.8417,07/01/2019,07/08/2019,
LMAT,LeMaitre Vascular Inc.,28.3,0.34,1.2014,05/21/2019,06/06/2019,
LMBS,First Trust Exchange-Traded Fund IV,51.76,1.41,2.7241,06/14/2019,06/28/2019,
LMNR,Limoneira Co,19.62,0.3,1.5291,07/05/2019,07/18/2019,
LMNX,Luminex Corporation,20.58,0.24,1.1662,06/19/2019,07/11/2019,
LMRK,Landmark Infrastructure Partners LP,16.47,1.47,8.9253,04/30/2019,05/15/2019,
LNGR,Global X Funds,21.55,0.105752,0.4907,06/27/2019,07/08/2019,
LNT,Alliant Energy Corporation,49.95,1.42,2.8428,04/29/2019,05/15/2019,
LOAN,Manhattan Bridge Capital Inc,6.56,0.48,7.3171,04/09/2019,04/15/2019,
LOB,Live Oak Bancshares Inc.,17.15,0.12,0.6997,05/24/2019,06/11/2019,
LOGM,LogMeIn Inc.,75.35,1.3,1.7253,05/07/2019,05/24/2019,
LPLA,LPL Financial Holdings Inc.,84.03,1,1.1901,05/17/2019,06/03/2019,
LRCX,Lam Research Corporation,183.64,4.4,2.396,06/11/2019,07/10/2019,
LSBK,Lake Shore Bancorp Inc.,15.16,0.48,3.1662,05/03/2019,05/20/2019,
LSTR,Landstar System Inc.,108.47,0.66,0.6085,05/08/2019,05/31/2019,
LTXB,LegacyTexas Financial Group Inc.,42.15,1,2.3725,05/03/2019,05/20/2019,
LVHD,Legg Mason ETF Investment Trust,32.62,1.137256,3.4864,05/02/2019,05/07/2019,
LYTS,LSI Industries Inc.,4.07,0.2,4.914,05/03/2019,05/14/2019,
MANT,ManTech International Corporation,66.31,1.08,1.6287,06/06/2019,06/21/2019,
MAR,Marriott International,142.01,1.92,1.352,05/23/2019,06/28/2019,
MATW,Matthews International Corporation,35,0.8,2.2857,05/03/2019,05/20/2019,
MBB,iShares Trust,107.43,3.17004,2.9508,07/01/2019,07/08/2019,
MBCN,Middlefield Banc Corp.,41.39,1.12,2.706,05/30/2019,06/14/2019,
MBIN,Merchants Bancorp,17.09,0.28,1.6384,06/13/2019,07/01/2019,
MBSD,FlexShares Trust,23.43,1.085196,4.6317,07/01/2019,07/08/2019,
MBTF,M B T Financial Corp,10.41,0.4,3.8425,05/08/2019,05/16/2019,
MBWM,Mercantile Bank Corporation,32.74,1.04,3.1765,06/06/2019,06/19/2019,
MCBC,Macatawa Bank Corporation,10.26,0.28,2.729,05/13/2019,05/30/2019,
MCEF,First Trust Exchange-Traded Fund VIII,18.9385,0.57,3.0097,06/11/2019,06/28/2019,
MCHI,iShares Trust,59.65,0.712206,1.194,06/17/2019,06/21/2019,
MCHP,Microchip Technology Incorporated,89.23,1.462,1.6385,05/20/2019,06/04/2019,
MDIV,First Trust Exchange-Traded Fund VI,18.68,1.2456,6.6681,06/14/2019,06/28/2019,
MDLZ,Mondelez International Inc.,55.5,1.04,1.8739,06/27/2019,07/12/2019,
MDRR,Medalist Diversified REIT Inc.,4.8,0.7,14.5833,05/23/2019,05/28/2019,
MEOH,Methanex Corporation,45.4,1.44,3.1718,06/13/2019,06/30/2019,
MERC,Mercer International Inc.,15.03,0.55,3.6593,06/21/2019,07/03/2019,
MFNC,Mackinac Financial Corporation,15.99,0.48,3.0019,06/27/2019,07/12/2019,
MFSF,MutualFirst Financial Inc.,32.58,0.8,2.4555,06/13/2019,06/28/2019,
MGEE,MGE Energy Inc.,73.85,1.35,1.828,05/30/2019,06/15/2019,
MGPI,MGP Ingredients Inc.,68.99,0.4,0.5798,05/14/2019,05/31/2019,
MGRC,McGrath RentCorp,62.93,1.5,2.3836,04/12/2019,04/30/2019,
MILN,Global X Funds,25.45,0.04167,0.1637,06/27/2019,07/08/2019,
MINI,Mobile Mini Inc.,30.33,1.1,3.6268,05/14/2019,05/29/2019,
MKSI,MKS Instruments Inc.,78.02,0.8,1.0254,05/23/2019,06/07/2019,
MKTX,MarketAxess Holdings Inc.,341.9,2.04,0.5967,05/07/2019,05/22/2019,
MLAB,Mesa Laboratories Inc.,240.84,0.64,0.2657,05/30/2019,06/14/2019,
MLHR,Herman Miller Inc.,44.69,0.79,1.7677,05/30/2019,07/15/2019,
MMLP,Martin Midstream Partners L.P.,7,1,14.2857,05/07/2019,05/15/2019,
MNRO,Monro Inc. ,87.02,0.88,1.0113,05/31/2019,06/17/2019,
MOFG,MidWestOne Financial Group Inc.,28,0.81,2.8929,04/26/2019,06/17/2019,
MORN,Morningstar Inc.,146.41,1.12,0.765,07/03/2019,07/31/2019,
MPB,Mid Penn Bancorp,25.58,0.72,2.8147,05/07/2019,05/27/2019,
MPWR,Monolithic Power Systems Inc.,137.12,1.6,1.1669,06/27/2019,07/15/2019,
MRCC,Monroe Capital Corporation,11.71,1.4,11.9556,06/13/2019,06/28/2019,
MRLN,Marlin Business Services Corp.,23.08,0.56,2.4263,05/10/2019,05/23/2019,
MRTN,Marten Transport Ltd.,18.15,0.12,0.6612,06/13/2019,06/28/2019,
MRVL,Marvell Technology Group Ltd.,24.3,0.24,0.9877,04/02/2019,04/24/2019,
MSBI,Midland States Bancorp Inc.,26.4,0.97,3.6742,05/10/2019,05/20/2019,
MSEX,Middlesex Water Company,62.28,0.96,1.5414,05/14/2019,06/03/2019,
MSFT,Microsoft Corporation,137.06,1.84,1.3425,05/15/2019,06/13/2019,
